"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"3195",3195,"George Fox University","Newberg","OR","97132","0.7549","620","26","0.6184971098","0.0097","0.0368",NA,"0.064","0.0097",NA,"0.0039",NA,"0.6434","44500","46900","47300","NULL",1
"3197",3197,"ITT Technical Institute-Portland","Portland","OR","97220","0.6983","NULL","NULL","0.3187633262","0.3077",NA,"0.4316",NA,NA,NA,NA,NA,"0.2397","38200","46300","47200","NULL",1
"3199",3199,"Lewis & Clark College","Portland","OR","97219-7899","0.642","NULL","NULL","0.7138263666","0.0263",NA,NA,"0.1184","0.0285",NA,"0.0285",NA,"0.7618","50300","53600","42900","NULL",1
"3200",3200,"Linfield College-McMinnville Campus","McMinnville","OR","97128-6894","0.8281","600","27","0.6511627907","0.0116",NA,NA,"0.061","0.0174",NA,"0.0203",NA,"0.6719","51900","53500","56800","NULL",1
"3203",3203,"Marylhurst University","Marylhurst","OR","97036-0261","NULL","NULL","NULL","0.3763066202",NA,NA,NA,NA,NA,NA,NA,NA,"0.375","29700","51000","51800","NULL",1
"3206",3206,"Mount Angel Seminary","Saint Benedict","OR","97373-0505","0.8667","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3208",3208,"Multnomah University","Portland","OR","97220","0.7111","560","NULL","0.4797687861",NA,NA,NA,NA,NA,NA,NA,NA,"0.4459","33500","32400","33600","NULL",1
"3209",3209,"National College of Natural Medicine","Portland","OR","97201-4848","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3211",3211,"Northwest Christian University","Eugene","OR","97401-3745","0.663","560","24","0.5120481928",NA,NA,NA,"0.0543","0.0155",NA,NA,NA,"0.4848","34700","48400","59100","NULL",1
"3212",3212,"Oregon Health & Science University","Portland","OR","97239-3098","NULL","NULL","NULL","0.9074492099",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","116700","84200","72700","NULL",1
"3213",3213,"Oregon Institute of Technology","Klamath Falls","OR","97601-8801","0.6413","570","NULL","0.3894878706","0.0224","0.1216","0.1536","0.0176","0.0048",NA,NA,NA,"0.4838","48200","56900","57000","NULL",1
"3214",3214,"Oregon College of Art and Craft","Portland","OR","97225","0.8169","NULL","NULL","0.4318181818",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3215",3215,"Oregon State University","Corvallis","OR","97331","0.7765","620","27","0.4453736175","0.0211","0.1513",NA,"0.058","0.0061",NA,"0.0165",NA,"0.609","49900","50800","54000","NULL",1
"3216",3216,"University of Oregon","Eugene","OR","97403","0.7296","613","27","0.616364129","0.008",NA,NA,"0.063","0.0094",NA,"0.0105",NA,"0.6733","45700","46400","48600","NULL",1
"3217",3217,"Pacific Northwest College of Art","Portland","OR","97209-3404","0.5785","NULL","NULL","0.3723404255",NA,NA,NA,NA,NA,NA,NA,NA,"0.2222","22500","PrivacySuppressed","PrivacySuppressed","NULL",1
"3218",3218,"Pacific University","Forest Grove","OR","97116","0.8454","620","NULL","0.5331632653","0.0114",NA,NA,"0.1057","0.0086",NA,"0.0229",NA,"0.625","43500","45000","46600","NULL",1
"3225",3225,"Portland State University","Portland","OR","97201","0.6627","580","NULL","0.4012653374","0.0137","0.0447",NA,"0.0345","0.0097",NA,"0.0132",NA,"0.4131","44600","50700","48900","NULL",1
"3226",3226,"University of Portland","Portland","OR","97203-5798","0.6652","640","NULL","0.7850877193","0.0238","0.13","0.01","0.0888","0.0175",NA,"0.0225",NA,"0.7376","56100","57400","56300","NULL",1
"3227",3227,"Reed College","Portland","OR","97202-8199","0.3593","720","32","0.7539267016",NA,NA,NA,"0.1327","0.0442",NA,"0.102",NA,"0.7412","PrivacySuppressed","PrivacySuppressed","43300","NULL",1
"3230",3230,"Pioneer Pacific College","Wilsonville","OR","97070-9296","NULL","NULL","NULL","0.6854531607","0.0485",NA,NA,NA,NA,NA,NA,NA,"0.6018","26400","33200","33200","NULL",1
"3232",3232,"Southern Oregon University","Ashland","OR","97520","0.7456","560","25","0.278322926","0.0364",NA,NA,"0.0273","0.0156",NA,"0.0234",NA,"0.3154","39300","41200","40800","NULL",1
"3236",3236,"Warner Pacific College","Portland","OR","97215","0.5776","540","23","0.4795221843",NA,NA,NA,"0.1165",NA,NA,NA,NA,"0.5405","33400","44100","40000","NULL",1
"3237",3237,"Corban University","Salem","OR","97317-9392","0.3404","580","24","0.3025830258",NA,NA,NA,NA,"0.0136",NA,NA,NA,"0.5479","34900","45700","40700","NULL",1
"3240",3240,"Western Seminary","Portland","OR","97215-3367","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3241",3241,"Willamette University","Salem","OR","97301","0.831","660","28","0.7455621302","0.012",NA,NA,"0.0935","0.012",NA,"0.036",NA,"0.7676","47300","50600","55900","NULL",1
"3242",3242,"Western Oregon University","Monmouth","OR","97361-1394","0.8762","530","NULL","0.394488189","0.0511",NA,NA,"0.0334","0.0049",NA,"0.0108",NA,"0.4453","40400","38700","43300","NULL",1
"3243",3243,"University of Western States","Portland","OR","97230-3099","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,"0.0714",NA,NA,NA,NA,"1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3247",3247,"Bryn Athyn College of the New Church","Bryn Athyn","PA","19009-0717","0.4539","570","33","0.4242424242",NA,NA,NA,"0.0652",NA,NA,NA,NA,"0.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3248",3248,"Academy of Vocal Arts","Philadelphia","PA","19103-6685","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3249",3249,"Albright College","Reading","PA","19612-5234","0.4675","585","NULL","0.3968","0.0412",NA,NA,"0.0351","0.0103",NA,"0.0124",NA,"0.5262","41400","47100","54100","NULL",1
"3252",3252,"Allegheny College","Meadville","PA","16335-3902","0.6327","650","28","0.756097561","0.0086",NA,NA,"0.2409","0.0258",NA,"0.0409",NA,"0.7772","44700","51800","56700","NULL",1
"3254",3254,"DeSales University","Center Valley","PA","18034-9568","0.7157","600","26","0.0941176471","0.0302",NA,NA,"0.0472","0.0151",NA,"0.0132",NA,"0.676","49200","53000","50900","NULL",1
"3256",3256,"Alvernia University","Reading","PA","19607-1799","0.8047","540","NULL","0.5302114804","0.0061",NA,NA,"0.0224","0.0041",NA,"0.0081",NA,"0.5067","38200","43800","46700","NULL",1
"3259",3259,"The Art Institutes of York-PA","York","PA","17402-9012","0.6711","NULL","NULL","0.5174672489","0.2857",NA,NA,NA,NA,NA,NA,NA,"0.6338","32300","31800","33700","NULL",1
"3260",3260,"The Art Institute of Philadelphia","Philadelphia","PA","19103-5198","0.4656","NULL","NULL","0.3107165504","0.0909",NA,NA,NA,NA,NA,NA,NA,"0.3453","30100","35300","38400","NULL",1
"3262",3262,"The Art Institute of Pittsburgh","Pittsburgh","PA","15219-1328","0.5087","NULL","NULL","0.1249371543","0.1064",NA,NA,NA,NA,NA,NA,NA,"0.4035","32300","37500","38900","NULL",1
"3264",3264,"Summit University of Pennsylvania","Clarks Summit","PA","18411-1250","0.412","548","22","0.4315789474",NA,NA,NA,NA,NA,NA,NA,NA,"0.4651","29700","33600","30300","NULL",1
"3266",3266,"Arcadia University","Glenside","PA","19038-3295","0.5661","600","27","0.5189340813","0.0254",NA,NA,"0.1186","0.0233",NA,"0.0254",NA,"0.6503","45500","42100","50900","NULL",1
"3267",3267,"Biblical Theological Seminary","Hatfield","PA","19440","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3269",3269,"Bloomsburg University of Pennsylvania","Bloomsburg","PA","17815","0.6293","560","NULL","0.4917463076","0.0312","0.0042",NA,"0.0222","0.0234",NA,"0.0252",NA,"0.6417","42000","45200","48600","NULL",1
"3271",3271,"Bryn Mawr College","Bryn Mawr","PA","19010","0.4136","720","33","0.8421052632","0.0131",NA,NA,"0.085","0.0621",NA,"0.0817",NA,"0.8184","76900","61900","58900","NULL",1
"3272",3272,"Bucknell University","Lewisburg","PA","17837","0.2699","720","31","0.8543046358","0.0113","0.1531",NA,"0.1213","0.0249",NA,"0.0215",NA,"0.9045","78300","73000","78900","NULL",1
"3277",3277,"Cabrini University","Radnor","PA","19087-3698","0.7266","510","NULL","0.4722792608",NA,NA,NA,"0.0333","0.0167",NA,"0.0067",NA,"0.4802","36000","47300","47500","NULL",1
"3278",3278,"California University of Pennsylvania","California","PA","15419-1394","0.5914","530","NULL","0.500714626","0.0182",NA,"0.0538","0.0266","0.011",NA,"0.0525",NA,"0.5056","36700","40200","44000","NULL",1
"3279",3279,"Calvary Baptist Theological Seminary","Lansdale","PA","19446-4797","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3281",3281,"Carlow University","Pittsburgh","PA","15213-3165","0.4867","520","21","0.4772727273","0.0031",NA,NA,"0.0503","0.0031",NA,"0.0126",NA,"0.5573","35400","42400","51000","NULL",1
"3282",3282,"Carnegie Mellon University","Pittsburgh","PA","15213-3890","0.2777","790","34","0.7927135678","0.1159","0.2652",NA,"0.0423","0.0542",NA,"0.0587",NA,"0.8677","87700","96000","99900","NULL",1
"3283",3283,"Cedar Crest College","Allentown","PA","18104-6196","0.6111","560","23","0.5659574468","0.0027",NA,NA,"0.0965","0.0107",NA,"0.0214",NA,"0.6102","42100","49100","50900","NULL",1
"3284",3284,"Central Penn College","Summerdale","PA","17093-0309","0.3486","NULL","NULL","0.2009884679","0.0938",NA,NA,NA,NA,NA,NA,NA,"0.4048","33000","35400","39900","NULL",1
"3285",3285,"Chatham University","Pittsburgh","PA","15232","0.5956","NULL","NULL","0.6071428571",NA,NA,NA,"0.0896","0.0189",NA,"0.0094",NA,"0.585","36700","36000","35500","NULL",1
"3286",3286,"Chestnut Hill College","Philadelphia","PA","19118-2693","0.8999","540","NULL","0.5010940919","0.0373",NA,NA,"0.04","0.0053",NA,"0.0027",NA,"0.472","36100","43100","49100","NULL",1
"3287",3287,"Cheyney University of Pennsylvania","Cheyney","PA","19319-0200","NULL","NULL","NULL","0.2324455206",NA,NA,NA,"0.0751","0.0058",NA,"0.0462",NA,"0.2288","28600","31900","33700","NULL",1
"3290",3290,"Clarion University of Pennsylvania","Clarion","PA","16214","0.4666","520","NULL","0.4482306684","0.0162",NA,"0.0252","0.036","0.0243",NA,"0.0252",NA,"0.4811","33900","37900","41500","NULL",1
"3294",3294,"Curtis Institute of Music","Philadelphia","PA","19103","0.1107","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3297",3297,"Delaware Valley University","Doylestown","PA","18901-2697","0.7444","560","25","0.4288425047","0.0105",NA,NA,"0.0942",NA,NA,"0.0314",NA,"0.5794","40100","41800","46300","NULL",1
"3298",3298,"Dickinson College","Carlisle","PA","17013-2896","0.4004","690","NULL","0.8438438438","0.0201",NA,NA,"0.1168","0.0091",NA,"0.0328",NA,"0.846","61000","55000","61300","NULL",1
"3299",3299,"Pennsylvania State University-Dickinson Law","Carlisle","PA","17013-2861","NULL","NULL","NULL","0.5574251115","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","49600","50300","58300","NULL",1
"3301",3301,"Drexel University","Philadelphia","PA","19104","0.7486","680","30","0.5314455054","0.0633","0.1845","0.0108","0.0423","0.0064",NA,"0.0074",NA,"0.6534","81400","66700","67900","NULL",1
"3304",3304,"Duquesne University","Pittsburgh","PA","15282","0.7471","610","27","0.7105633803","0.0216",NA,NA,"0.0716","0.0216",NA,"0.0162",NA,"0.7737","61700","59900","66400","NULL",1
"3305",3305,"East Stroudsburg University of Pennsylvania","East Stroudsburg","PA","18301-2999","0.8061","540","NULL","0.4394484412","0.0172",NA,NA,"0.0579","0.0129",NA,"0.0136",NA,"0.5722","42100","43600","45400","NULL",1
"3306",3306,"Eastern University","Saint Davids","PA","19087-3696","0.6661","570","22","0.4570184984","0.0016",NA,NA,"0.0175","0.0095",NA,NA,NA,"0.6012","37600","45400","49700","NULL",1
"3307",3307,"Edinboro University of Pennsylvania","Edinboro","PA","16444-0001","0.4389","570","NULL","0.4127078385","0.0105",NA,"0.0038","0.0152","0.0133",NA,"0.0162",NA,"0.4183","33700","37100","38600","NULL",1
"3308",3308,"Elizabethtown College","Elizabethtown","PA","17022-2298","0.6961","620","27","0.6757246377","0.0282","0.0385",NA,"0.1231","0.0308",NA,"0.0205",NA,"0.7405","43700","45000","55700","NULL",1
"3324",3324,"Evangelical Theological Seminary","Myerstown","PA","17067-1222","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3326",3326,"Franklin and Marshall College","Lancaster","PA","17604-3003","0.3931","NULL","NULL","0.8373702422",NA,NA,NA,"0.1103","0.0253",NA,"0.0452",NA,"0.8337","PrivacySuppressed","PrivacySuppressed","61800","NULL",1
"3327",3327,"Gannon University","Erie","PA","16541-0001","0.8313","580","25","0.5528913963","0.006","0.0582",NA,"0.0743","0.008",NA,"0.0201",NA,"0.6633","45900","51000","56100","NULL",1
"3328",3328,"Geneva College","Beaver Falls","PA","15010-3599","0.7229","600","26","0.5935251799","0.0178","0.0668",NA,"0.0423","0.0089",NA,"0.0178",NA,"0.6271","37300","41200","48300","NULL",1
"3329",3329,"Gettysburg College","Gettysburg","PA","17325","0.4028","670","NULL","0.8516746411",NA,NA,NA,"0.1329","0.0243",NA,"0.0357",NA,"0.8411","42500","62500","61500","NULL",1
"3333",3333,"Gratz College","Melrose Park","PA","19027-3010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","NULL",1
"3334",3334,"Gwynedd Mercy University","Gwynedd Valley","PA","19437-0901","0.6637","530","NULL","0.5338345865","0.0017",NA,NA,"0.0231","0.0017",NA,NA,NA,"0.6213","53500","55200","56700","NULL",1
"3337",3337,"Haverford College","Haverford","PA","19041-1392","0.2289","760","NULL","PrivacySuppressed","0.0033",NA,NA,"0.0977","0.0489",NA,"0.1336",NA,"0.9331","PrivacySuppressed","PrivacySuppressed","64700","NULL",1
"3339",3339,"Holy Family University","Philadelphia","PA","19114-2009","0.6714","520","22","0.5450381679",NA,NA,NA,"0.0459","0.0072",NA,NA,NA,"0.6148","40600","49500","55400","NULL",1
"3342",3342,"Immaculata University","Immaculata","PA","19345-0702","0.7994","530","NULL","0.4350758853","0.0095",NA,NA,"0.0163","0.0082",NA,"0.0068",NA,"0.5315","39700","56700","55500","NULL",1
"3343",3343,"Indiana University of Pennsylvania-Main Campus","Indiana","PA","15705-1098","0.5833","540","NULL","0.4381309489","0.01",NA,"0.0244","0.0131","0.0105",NA,"0.0166",NA,"0.502","37500","38300","44400","NULL",1
"3349",3349,"Juniata College","Huntingdon","PA","16652-2196","0.6638","650","28","0.7337110482","0.0246","0.0027",NA,"0.1557","0.0191",NA,"0.0765",NA,"0.7486","45700","48400","50000","NULL",1
"3350",3350,"Keystone College","La Plume","PA","18440-0200","0.913","500","23","0.2575488455","0.0429",NA,NA,"0.0031",NA,NA,NA,NA,"0.4078","29500","35400","36100","NULL",1
"3352",3352,"King's College","Wilkes-Barre","PA","18711-0801","0.6983","NULL","NULL","0.6111111111","0.0115",NA,NA,"0.0993","0.0115",NA,"0.0046",NA,"0.6841","49500","52100","54700","NULL",1
"3354",3354,"Kutztown University of Pennsylvania","Kutztown","PA","19530-0730","0.6756","520","NULL","0.5242436801","0.0149",NA,NA,"0.0315","0.0171",NA,"0.0265",NA,"0.544","40500","42000","44500","NULL",1
"3355",3355,"La Roche College","Pittsburgh","PA","15237-5898","0.5198","520","23","0.4498480243","0.0655",NA,NA,"0.0218",NA,NA,"0.0182",NA,"0.5328","36300","48000","45300","NULL",1
"3356",3356,"La Salle University","Philadelphia","PA","19141-1199","0.7387","550","NULL","0.5703389831","0.014",NA,NA,"0.0221","0.0082",NA,"0.007",NA,"0.664","46800","54500","58500","NULL",1
"3358",3358,"Lafayette College","Easton","PA","18042-1768","0.3449","710","32","0.8738170347","0.0196","0.2402",NA,"0.1078","0.0261",NA,"0.0278",NA,"0.9141","73400","67900","83500","NULL",1
"3359",3359,"Lancaster Bible College","Lancaster","PA","17601-5036","0.5234","560","22","0.5809128631",NA,NA,NA,NA,NA,NA,NA,NA,"0.72","27400","33400","34300","NULL",1
"3360",3360,"Lancaster Theological Seminary","Lancaster","PA","17603-2897","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3364",3364,"Lebanon Valley College","Annville","PA","17003-1400","0.6482","630","26","0.6852791878",NA,NA,NA,"0.0656","0.0105",NA,"0.0472",NA,"0.7248","46200","47000","49700","NULL",1
"3367",3367,"Lehigh University","Bethlehem","PA","18015","0.3258","730","NULL","0.8292011019","0.0404","0.2775",NA,"0.0622","0.0143",NA,"0.0278",NA,"0.8833","82800","84300","86300","NULL",1
"3371",3371,"Lincoln University","Lincoln University","PA","19352-0999","0.2501","490","21","0.3729903537","0.0479",NA,NA,"0.0616","0.0034",NA,"0.0445",NA,"0.37","30700","37900","36300","NULL",1
"3372",3372,"Lock Haven University","Lock Haven","PA","17745-2390","0.6147","530","NULL","0.4392587509","0.0073",NA,NA,"0.0241","0.0168",NA,"0.0178",NA,"0.4699","36300","38600","44100","NULL",1
"3374",3374,"Lutheran Theological Seminary at Gettysburg","Gettysburg","PA","17325-1795","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3375",3375,"Lutheran Theological Seminary at Philadelphia","Philadelphia","PA","19119-1794","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3377",3377,"Lycoming College","Williamsport","PA","17701-5192","0.7156","590","NULL","0.5411764706",NA,NA,NA,"0.0779","0.0123",NA,"0.0574",NA,"0.6453","39600","42400","49400","NULL",1
"3380",3380,"Mansfield University of Pennsylvania","Mansfield","PA","16933","0.6895","530","NULL","0.4958071279","0.0202",NA,NA,"0.0269","0.0319",NA,"0.0202",NA,"0.4776","36600","41700","40500","NULL",1
"3381",3381,"Marywood University","Scranton","PA","18509-1598","0.6909","570","NULL","0.6234177215","0.0082",NA,NA,"0.0471","0.0041",NA,NA,NA,"0.6789","35700","39800","42100","NULL",1
"3383",3383,"Mercyhurst University","Erie","PA","16546","0.7666","590","26","0.3021077283","0.0154",NA,NA,"0.0514","0.0086",NA,"0.0068",NA,"0.6688","35200","42400","47700","NULL",1
"3384",3384,"Messiah College","Mechanicsburg","PA","17055","0.6416","630","27","0.7476038339","0.0189","0.0409",NA,"0.0441","0.0142",NA,"0.0016",NA,"0.7633","44200","42800","48700","NULL",1
"3386",3386,"Millersville University of Pennsylvania","Millersville","PA","17551-0302","0.629","570","NULL","0.5344735436","0.0154",NA,"0.0674","0.0636","0.027",NA,"0.0405",NA,"0.6446","39300","44100","45600","NULL",1
"3387",3387,"Misericordia University","Dallas","PA","18612-1098","0.588","570","26","0.6006389776","0.0268",NA,NA,"0.0345","0.0057",NA,NA,NA,"0.6786","41800","48300","54800","NULL",1
"3389",3389,"Moore College of Art and Design","Philadelphia","PA","19103-1179","0.5437","520","NULL","0.5696202532",NA,NA,NA,NA,NA,NA,NA,NA,"0.5546","32800","31700","42800","NULL",1
"3390",3390,"Moravian College","Bethlehem","PA","18018-6650","0.7825","NULL","NULL","0.6167076167","0.0199",NA,NA,"0.0968","0.0347",NA,"0.0298",NA,"0.7413","43900","49200","51800","NULL",1
"3391",3391,"Mount Aloysius College","Cresson","PA","16630-1999","0.7589","500","20","0.4555555556","0.045",NA,NA,"0.037",NA,NA,NA,NA,"0.4854","35400","41000","45700","NULL",1
"3392",3392,"Muhlenberg College","Allentown","PA","18104","0.4611","680","NULL","0.795620438",NA,NA,NA,"0.1552","0.0128",NA,"0.0176",NA,"0.8699","PrivacySuppressed","PrivacySuppressed","66500","NULL",1
"3394",3394,"Neumann University","Aston","PA","19014-1298","0.7884","480","NULL","0.4661157025","0.0145",NA,NA,"0.0145",NA,NA,NA,NA,"0.511","43200","40500","45200","NULL",1
"3401",3401,"Salus University","Elkins Park","PA","19027-6262","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3403",3403,"Pennsylvania State University-Penn State Erie-Behrend College","Erie","PA","16563-0001","0.8251","610","26","0.5574251115","0.012","0.1721","0.0893","0.0621","0.0185",NA,"0.0142",NA,"0.667","49600","50300","58300","NULL",1
"3404",3404,"Pennsylvania State University-Penn State Great Valley","Malvern","PA","19355-1488","NULL","NULL","NULL","0.5574251115","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","49600","50300","58300","NULL",1
"3405",3405,"Pennsylvania State University-College of Medicine","Hershey","PA","17033-2360","NULL","NULL","NULL","0.5574251115","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","49600","50300","58300","NULL",1
"3406",3406,"Pennsylvania State University-Penn State New Kensington","New Kensington","PA","15068-1765","0.7992","540","23","0.5574251115","0.2105","0.0614","0.1404",NA,NA,NA,NA,NA,"0.425","49600","50300","58300","NULL",1
"3407",3407,"Pennsylvania State University-Penn State Shenango","Sharon","PA","16146","0.7441","510","25","0.5574251115","0.0786",NA,NA,NA,NA,NA,NA,NA,"0.3333","49600","50300","58300","NULL",1
"3408",3408,"Pennsylvania State University-Penn State Wilkes-Barre","Lehman","PA","18627","0.878","560","24","0.5574251115","0.2039","0.165","0.0874",NA,NA,NA,NA,NA,"0.5027","49600","50300","58300","NULL",1
"3409",3409,"Pennsylvania State University-Penn State Worthington Scranton","Dunmore","PA","18512-1602","0.8173","530","24","0.5574251115","0.0476",NA,"0.0143",NA,NA,NA,NA,NA,"0.4787","49600","50300","58300","NULL",1
"3410",3410,"Pennsylvania State University-Penn State Lehigh Valley","Center Valley","PA","18034-8447","0.8738","560","24","0.5574251115","0.0179",NA,NA,NA,NA,NA,NA,NA,"0.4623","49600","50300","58300","NULL",1
"3411",3411,"Pennsylvania State University-Penn State Altoona","Altoona","PA","16601-3777","0.8446","560","25","0.5574251115",NA,"0.1143","0.0045","0.0291","0.0045",NA,NA,NA,"0.6588","49600","50300","58300","NULL",1
"3412",3412,"Pennsylvania State University-Penn State Beaver","Monaca","PA","15061-2764","0.8643","550","24","0.5574251115","0.2051",NA,NA,NA,NA,NA,NA,NA,"0.4519","49600","50300","58300","NULL",1
"3413",3413,"Pennsylvania State University-Penn State Berks","Reading","PA","19610-1016","0.8178","560","24","0.5574251115","0.0698","0.0476","0.0349","0.0381",NA,NA,NA,NA,"0.5352","49600","50300","58300","NULL",1
"3414",3414,"Pennsylvania State University-Penn State Harrisburg","Middletown","PA","17057-4846","0.7913","590","25","0.5574251115","0.0417","0.1983",NA,NA,"0.0086",NA,NA,NA,"0.6053","49600","50300","58300","NULL",1
"3415",3415,"Pennsylvania State University-Penn State Brandywine","Media","PA","19063-5522","0.8333","550","25","0.5574251115","0.0842",NA,NA,NA,NA,NA,NA,NA,"0.3486","49600","50300","58300","NULL",1
"3416",3416,"Pennsylvania State University-Penn State DuBois","DuBois","PA","15801-2549","0.8753","540","25","0.5574251115","0.0938",NA,"0.0938",NA,NA,NA,"0.0125",NA,"0.5622","49600","50300","58300","NULL",1
"3417",3417,"Pennsylvania State University-Penn State Fayette- Eberly","Lemont Furnace","PA","15456-0519","0.8955","530","18","0.5574251115","0.0327","0.0047","0.1869",NA,NA,NA,NA,NA,"0.4406","49600","50300","58300","NULL",1
"3418",3418,"Pennsylvania State University-Penn State Hazleton","Hazleton","PA","18202-8025","0.8675","530","27","0.5574251115","0.0811",NA,"0.0901",NA,NA,NA,NA,NA,"0.4777","49600","50300","58300","NULL",1
"3419",3419,"Pennsylvania State University-Main Campus","University Park","PA","16802-1503","0.5243","670","30","0.5574251115","0.0545","0.1338",NA,"0.05","0.012",NA,"0.0278","0.0033","0.8557","49600","50300","58300","NULL",1
"3420",3420,"Pennsylvania State University-Penn State Greater Allegheny","McKeesport","PA","15132-7644","0.8108","530","21","0.5574251115","0.1053",NA,NA,NA,NA,NA,NA,NA,"0.4304","49600","50300","58300","NULL",1
"3421",3421,"Pennsylvania State University-Penn State Mont Alto","Mont Alto","PA","17237-9700","0.8479","530","23","0.5574251115","0.0552",NA,NA,NA,NA,NA,NA,NA,"0.5103","49600","50300","58300","NULL",1
"3422",3422,"Pennsylvania State University-Penn State Abington","Abington","PA","19001-3918","0.7817","550","23","0.5574251115","0.0671",NA,NA,"0.0231",NA,NA,NA,NA,"0.4658","49600","50300","58300","NULL",1
"3423",3423,"Pennsylvania State University-Penn State Schuylkill","Schuylkill Haven","PA","17972-2202","0.795","490","20","0.5574251115","0.1099",NA,NA,NA,NA,NA,NA,NA,"0.3557","49600","50300","58300","NULL",1
"3424",3424,"Pennsylvania State University-Penn State York","York","PA","17403-3326","0.7892","565","25","0.5574251115","0.1437","0.0599","0.0719",NA,NA,NA,NA,NA,"0.4526","49600","50300","58300","NULL",1
"3426",3426,"Peirce College","Philadelphia","PA","19102-4699","NULL","NULL","NULL","0.2557781202","0.1807",NA,NA,NA,NA,NA,NA,NA,"0.45","40800","51100","68100","NULL",1
"3430",3430,"Pennsylvania Academy of the Fine Arts","Philadelphia","PA","19102-1510","0.94","NULL","NULL","0.5438596491",NA,NA,NA,NA,NA,NA,NA,NA,"0.6279","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3434",3434,"Pennsylvania College of Art and Design","Lancaster","PA","17608-0059","0.4027","NULL","NULL","0.3958333333",NA,NA,NA,NA,NA,NA,NA,NA,"0.5738","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"3435",3435,"University of Pennsylvania","Philadelphia","PA","19104-6303","0.126","780","34","0.8456692913","0.0215","0.1007",NA,"0.0883","0.0155",NA,"0.0151",NA,"0.9597","107100","109300","126600","NULL",1
"3436",3436,"Philadelphia University","Philadelphia","PA","19144-5497","0.7186","580","26","0.6548089592","0.0106","0.0288",NA,"0.0061",NA,NA,"0.0046",NA,"0.6073","49800","50300","51200","NULL",1
"3437",3437,"The University of the Arts","Philadelphia","PA","19102-4901","0.6928","550","NULL","0.5669565217",NA,NA,NA,NA,NA,NA,NA,NA,"0.5757","28200","32700","35100","NULL",1
"3438",3438,"Cairn University-Langhorne","Langhorne","PA","19047-2990","0.7388","580","22","0.5964285714",NA,NA,NA,NA,NA,NA,NA,NA,"0.6323","33200","37100","38800","NULL",1
