"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"2714",2714,"SUNY College of Technology at Canton","Canton","NY","13617-1098","0.7371","NULL","NULL","0.361516035","0.0423","0.0087","0.0683",NA,NA,NA,NA,NA,"0.3529","31000","39700","41000","58400",1
"2715",2715,"SUNY College of Technology at Delhi","Delhi","NY","13753-1100","0.5671","520","NULL","0.3652007648","0.0267",NA,"0.0916",NA,NA,NA,NA,NA,"0.3738","35100","37300","41600","54000",1
"2716",2716,"SUNY College of Agriculture and Technology at Cobleskill","Cobleskill","NY","12043","0.3578","540","NULL","0.1558935361","0.0483",NA,"0.0266","0.0083",NA,NA,"0.025",NA,"0.3224","32800","35800","41200","49700",1
"2717",2717,"Farmingdale State College","Farmingdale","NY","11735-1021","0.4134","570","NULL","0.0476595745","0.0455",NA,"0.0932","0.0527","0.0036",NA,NA,NA,"0.3709","46100","50900","55200","76400",1
"2718",2718,"Morrisville State College","Morrisville","NY","13408","0.6557","530","NULL","0.2750957854","0.0742",NA,"0.05",NA,NA,NA,NA,NA,"0.2844","29500","36800","38500","50600",1
"2719",2719,"SUNY at Albany","Albany","NY","12222","0.4714","610","NULL","0.5811014144","0.0145",NA,NA,"0.0931","0.0219",NA,"0.0229",NA,"0.6449","51900","54200","61300","66100",1
"2720",2720,"SUNY at Binghamton","Vestal","NY","13850-6000","0.4007","700","NULL","0.6958725561","0.0375","0.0833",NA,"0.0806","0.0268",NA,"0.0231",NA,"0.7701","58900","67500","67700","77800",1
"2721",2721,"University at Buffalo","Buffalo","NY","14260-1660","0.5139","650","NULL","0.6000483325","0.0157","0.1084",NA,"0.084","0.0178",NA,"0.0267",NA,"0.7113","58800","55100","57600","75900",1
"2722",2722,"Stony Brook University","Stony Brook","NY","11794","0.3915","690","29","0.5515543244","0.0376","0.0502",NA,"0.1364","0.0497",NA,"0.0231",NA,"0.6727","58000","61100","60200","77900",1
"2723",2723,"SUNY College of Environmental Science and Forestry","Syracuse","NY","13210","0.4666","640","NULL","0.624671916",NA,"0.0765","0.0264","0.3826",NA,NA,"0.0106",NA,"0.6615","44000","47100","47700","61300",1
"2724",2724,"SUNY Polytechnic Institute","Utica","NY","13502","0.3764","600","24","0.2612055641","0.1291",NA,"0.2042",NA,"0.0094",NA,NA,NA,"0.4654","48700","51500","54800","70600",1
"2725",2725,"SUNY College at Brockport","Brockport","NY","14420-2919","0.4184","580","25","0.152","0.0171",NA,NA,"0.0204","0.0243",NA,"0.0199",NA,"0.6555","40700","43600","44300","55600",1
"2726",2726,"SUNY Buffalo State","Buffalo","NY","14222","0.4431","550","NULL","0.4435049962","0.0288",NA,"0.032","0.0119","0.0147",NA,"0.0141",NA,"0.4669","38400","40900","42400","52900",1
"2727",2727,"SUNY College at Cortland","Cortland","NY","13045-0900","0.4095","560","NULL","0.626011201",NA,NA,NA,"0.0402","0.0072",NA,"0.0122",NA,"0.6712","41300","45000","50200","56900",1
"2728",2728,"SUNY at Fredonia","Fredonia","NY","14063-1136","0.4957","590","NULL","0.5407066052","0.0393",NA,NA,"0.0376","0.0061",NA,"0.014",NA,"0.6316","37400","41200","44400","52500",1
"2729",2729,"SUNY College at Geneseo","Geneseo","NY","14454-1465","0.4322","690","NULL","0.304388422","0.0085",NA,NA,"0.1182","0.0374",NA,"0.0459",NA,"0.8094","45500","50300","53600","59800",1
"2730",2730,"State University of New York at New Paltz","New Paltz","NY","12561-2443","0.3741","610","26","0.6306861989","0.0066","0.0118",NA,"0.0302","0.0046",NA,"0.0112",NA,"0.6931","45400","48400","49400","60200",1
"2731",2731,"SUNY Oneonta","Oneonta","NY","13820-4015","0.4343","600","NULL","0.6144662921","0.0051",NA,NA,"0.0513","0.0065",NA,"0.0231",NA,"0.6713","39200","42600","48100","55200",1
"2732",2732,"SUNY College at Oswego","Oswego","NY","13126","0.4831","600","NULL","0.5136071252","0.0124",NA,NA,"0.062","0.0039",NA,"0.0228",NA,"0.5743","39800","42200","45800","56000",1
"2733",2733,"SUNY College at Potsdam","Potsdam","NY","13676-2294","0.6348","NULL","NULL","0.4338919926","0.0058",NA,NA,"0.0534","0.0346",NA,"0.0505",NA,"0.5109","39100","38100","41100","49800",1
"2734",2734,"SUNY at Purchase College","Purchase","NY","10577-1400","0.3365","580","26","0.5437430786",NA,NA,NA,"0.0306","0.0042",NA,"0.0116",NA,"0.5551","38100","40500","39300","54800",1
"2735",2735,"SUNY College of Optometry","New York","NY","10036-8003","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2736",2736,"SUNY College at Old Westbury","Old Westbury","NY","11568-0210","0.4484","540","NULL","0.2064516129","0.0189",NA,NA,"0.0379","0.0081",NA,"0.0041",NA,"0.3548","43900","50700","50300","61300",1
"2737",2737,"SUNY College at Plattsburgh","Plattsburgh","NY","12901-2681","0.4806","560","25","0.5190677966","0.0158",NA,NA,"0.0443","0.012",NA,"0.0143",NA,"0.5889","39400","42500","45300","58300",1
"2738",2738,"SUNY Downstate Medical Center","Brooklyn","NY","11203-2098","NULL","NULL","NULL","0.6759776536",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","127700",1
"2739",2739,"SUNY Empire State College","Saratoga Springs","NY","12866-4391","0.8178","NULL","NULL","0.1229088426",NA,NA,NA,NA,NA,NA,"0.0631",NA,"0.2783","34700","48700","57600","74400",1
"2740",2740,"SUNY Maritime College","Throggs Neck","NY","10465-4198","0.6728","600","NULL","0.2424242424",NA,"0.413","0.0043","0.0261",NA,NA,NA,NA,"0.4699","66500","78500","84100","104200",1
"2741",2741,"Upstate Medical University","Syracuse","NY","13210","NULL","NULL","NULL","0.8674698795",NA,NA,NA,"0.0164",NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","96300",1
"2743",2743,"Syracuse University","Syracuse","NY","13244","0.4937","650","28","0.7222449816","0.0403","0.0575",NA,"0.0476","0.0051",NA,"0.0089",NA,"0.8017","63400","59600","66100","72700",1
"2744",2744,"Talmudical Seminary Oholei Torah","Brooklyn","NY","11213","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0222","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2745",2745,"Talmudical Institute of Upstate New York","Rochester","NY","14607","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","PrivacySuppressed",1
"2746",2746,"Teachers College at Columbia University","New York","NY","10027","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","83000",1
"2749",2749,"Torah Temimah Talmudical Seminary","Brooklyn","NY","11218","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.05","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2750",2750,"Touro College","New York","NY","10018","0.5603","NULL","NULL","0.2866541353","0.0041",NA,NA,"0.0291","0.0086",NA,NA,NA,"0.3448","35500","46200","63400","72100",1
"2751",2751,"Trocaire College","Buffalo","NY","14220-2094","0.2886","NULL","NULL","0.2363636364","0.0263",NA,NA,NA,NA,NA,NA,NA,"0.2953","34900","42400","43100","66100",1
"2752",2752,"Excelsior College","Albany","NY","12203-5159","NULL","NULL","NULL","0.2010582011","0.0172",NA,"0.0642","0.0011","0.0007",NA,"0.0004","0.0035","NULL","NULL","NULL","NULL","PrivacySuppressed",1
"2755",2755,"Union College","Schenectady","NY","12308-2311","0.4265","NULL","NULL","0.8678678679","0.0208","0.1229",NA,"0.1474","0.0189",NA,"0.0756",NA,"0.864","62300","68400","74800","73800",1
"2756",2756,"Union Theological Seminary in the City of New York","New York","NY","10027-5792","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2757",2757,"United Talmudical Seminary","Brooklyn","NY","11211","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5137","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","19400",1
"2758",2758,"United States Merchant Marine Academy","Kings Point","NY","11024-1699","NULL","NULL","NULL","0.6235294118",NA,"0.48",NA,NA,NA,NA,NA,NA,"0.7984","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","136600",1
"2759",2759,"Utica College","Utica","NY","13502-4892","0.7831","540","24","0.4731903485","0.0081",NA,NA,"0.0626","0.0141",NA,"0.0303",NA,"0.4444","45200","48300","48300","63100",1
"2761",2761,"Vassar College","Poughkeepsie","NY","12604","0.2252","730","NULL","0.8968481375","0.0197",NA,NA,"0.1015","0.0091",NA,"0.0333",NA,"0.9057","54800","52000","54800","61200",1
"2762",2762,"Villa Maria College","Buffalo","NY","14225-3999","0.7026","NULL","NULL","0.1566820276",NA,NA,NA,NA,NA,NA,NA,NA,"0.3333","26700","30100","31900","41500",1
"2763",2763,"School of Visual Arts","New York","NY","10010","0.7374","580","NULL","0.585978836","0.0647",NA,NA,NA,NA,NA,NA,NA,"0.6954","45700","46200","51400","64500",1
"2764",2764,"Wagner College","Staten Island","NY","10301-4495","0.7108","640","28","0.6067961165","0.0046",NA,NA,"0.0457","0.0183",NA,"0.0274",NA,"0.6701","54000","57800","57800","82400",1
"2765",2765,"Webb Institute","Glen Cove","NY","11542-1398","0.3699","770","NULL","PrivacySuppressed",NA,"1",NA,NA,NA,NA,NA,NA,"0.8","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2766",2766,"Wells College","Aurora","NY","13026-0500","0.6289","570","25","0.5494505495","0.0079",NA,NA,"0.1181","0.0079",NA,"0.0236",NA,"0.592","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50200",1
"2767",2767,"The College of Westchester","White Plains","NY","10606-1200","NULL","NULL","NULL","0.4019292605","0.1818",NA,NA,NA,NA,NA,NA,NA,"0.449","37100","46500","48700","58000",1
"2772",2772,"Yeshiva Karlin Stolin","Brooklyn","NY","11204-1545","0.875","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2773",2773,"Yeshivat Mikdash Melech","Brooklyn","NY","11230-9963","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.027","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2774",2774,"Yeshiva Derech Chaim","Brooklyn","NY","11218-4413","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2941","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2775",2775,"Yeshiva of Nitra Rabbinical College","Mount Kisco","NY","10549","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.1639","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2776",2776,"Yeshiva Shaar Hatorah","Kew Gardens","NY","11418","0.8","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.913","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2777",2777,"Yeshiva University","New York","NY","10033-3299","0.6936","680","27","0.4910941476","0.0031","0.001",NA,"0.0989","0.0177",NA,"0.0114",NA,"0.8418","62900","68500","60400","86500",1
"2778",2778,"Yeshivath Viznitz","Monsey","NY","10952","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5769","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2779",2779,"Yeshivath Zichron Moshe","South Fallsburgh","NY","12779","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2781",2781,"The Art Institute of Charlotte","Charlotte","NC","28217-4536","0.9833","NULL","NULL","0.3256244218","0.1224",NA,NA,NA,NA,NA,NA,NA,"0.2529","27500","36000","32400","45600",1
"2783",2783,"Appalachian State University","Boone","NC","28608","0.677","610","26","0.5854941751","0.0086",NA,"0.01","0.0272","0.0056",NA,"0.0203",NA,"0.6522","37500","39700","42000","52300",1
"2785",2785,"Barton College","Wilson","NC","27893-7000","0.5204","460","23","0.4106145251","0.0099",NA,NA,"0.0345","0.0049",NA,"0.0049",NA,"0.4737","36200","38600","40200","51100",1
"2787",2787,"Belmont Abbey College","Belmont","NC","28012-1802","0.643","550","25","0.4088176353","0.0238",NA,NA,"0.0238",NA,NA,NA,NA,"0.375","35100","46000","46700","58800",1
"2788",2788,"Bennett College","Greensboro","NC","27401-3239","0.6281","NULL","NULL","0.3686440678",NA,NA,NA,"0.1835","0.0183",NA,"0.0092",NA,"0.3922","28800","30600","32000","40200",1
"2791",2791,"Brevard College","Brevard","NC","28712","0.5617","520","22","0.4098360656",NA,NA,NA,"0.0075","0.0224",NA,NA,NA,"0.3493","32400","31400","35300","40000",1
"2794",2794,"Cabarrus College of Health Sciences","Concord","NC","28025-3959","0.6792","550","21","0.6481481481",NA,NA,NA,NA,NA,NA,NA,NA,"0.7143","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70300",1
"2796",2796,"Campbell University","Buies Creek","NC","27506","0.6672","642","NULL","0.398173516","0.0366",NA,NA,"0.0417","0.0041",NA,"0.0061",NA,"0.5534","49500","51500","57500","88600",1
"2800",2800,"Catawba College","Salisbury","NC","28144","0.4162","540","NULL","0.5147453083",NA,NA,NA,"0.0177","0.0248",NA,"0.0071",NA,"0.536","34200","38800","44500","53100",1
"2802",2802,"South College-Asheville","Asheville","NC","28803","NULL","NULL","NULL","0.3603603604",NA,NA,NA,NA,NA,NA,NA,NA,"0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","43000",1
"2805",2805,"Chowan University","Murfreesboro","NC","27855","0.5959","440","18","0.1985472155",NA,NA,NA,"0.1138","0.0081",NA,NA,NA,"0.2979","35400","37300","39600","44700",1
"2810",2810,"Davidson College","Davidson","NC","28035","0.2538","718","NULL","0.8716216216",NA,NA,NA,"0.1124","0.036",NA,"0.0427",NA,"0.915","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","81000",1
"2811",2811,"Duke University","Durham","NC","27708","0.1648","780","35","0.9274475524","0.0174","0.1768",NA,"0.1011","0.0248",NA,"0.0489",NA,"0.9437","120100","100100","105300","176900",1
"2813",2813,"East Carolina University","Greenville","NC","27858-4353","0.6953","570","24","0.4603534209","0.014","0.0093","0.0781","0.0636","0.0039",NA,"0.0135",NA,"0.5854","41400","43200","46200","57200",1
"2815",2815,"Elizabeth City State University","Elizabeth City","NC","27909","0.7102","470","18","0.4","0.0206",NA,"0.0309","0.0761","0.0309",NA,"0.0288",NA,"0.4371","29300","35700","34100","41000",1
"2816",2816,"Elon University","Elon","NC","27244-2010","0.5785","660","31","0.7203791469","0.0204","0.0027",NA,"0.0399","0.0124",NA,"0.0089",NA,"0.8205","47700","45900","52100","65000",1
"2819",2819,"Fayetteville State University","Fayetteville","NC","28301-4298","0.6102","470","20","0.2911242604","0.0266",NA,NA,"0.051","0.0089",NA,"0.0078",NA,"0.3069","31600","34800","35000","50400",1
"2821",2821,"Gardner-Webb University","Boiling Springs","NC","28017-0997","0.5938","545","NULL","0.6100244499","0.0152",NA,NA,"0.0227","0.0045",NA,"0.0121",NA,"0.5457","35800","39800","43100","56400",1
"2823",2823,"Greensboro College","Greensboro","NC","27401-1875","0.5127","490","22","0.3361823362",NA,NA,NA,"0.0503","0.0063",NA,NA,NA,"0.3962","31100","37700","38100","51400",1
"2824",2824,"Guilford College","Greensboro","NC","27410-4108","0.6428","590","NULL","0.4069319641","0.0383",NA,NA,"0.0858","0.0036",NA,"0.0109",NA,"0.5976","36000","43000","48600","54200",1
"2828",2828,"Heritage Bible College","Dunn","NC","28334","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2857","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2829",2829,"High Point University","High Point","NC","27268","0.619","600","26","0.2426470588","0.0258",NA,NA,"0.0364","0.0106",NA,"0.0106",NA,"0.611","37600","43000","44600","56800",1
"2832",2832,"Laurel University","High Point","NC","27265-3115","0.3949","NULL","NULL","0.5555555556",NA,NA,NA,NA,NA,NA,NA,NA,"0.6","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2833",2833,"Johnson C Smith University","Charlotte","NC","28216-5398","0.2885","480","19","0.3768115942","0.1202","0.0078",NA,"0.031","0.0271",NA,"0.0039",NA,"0.3705","31700","33400","38300","43500",1
"2835",2835,"Lees-McRae College","Banner Elk","NC","28604","0.6387","580","25","0.5477031802",NA,NA,NA,"0.0702",NA,NA,NA,NA,"0.2406","32200","34800","37500","46900",1
"2837",2837,"Lenoir-Rhyne University","Hickory","NC","28601","0.7178","560","24","0.4764044944","0.0108",NA,NA,"0.0681",NA,NA,"0.0323",NA,"0.4693","36700","40700","44300","54800",1
"2839",2839,"Livingstone College","Salisbury","NC","28144","0.5387","420","17","0.1773049645","0.0741",NA,NA,"0.0648",NA,NA,NA,NA,"0.2834","25700","29100","32000","37100",1
"2841",2841,"Mars Hill University","Mars Hill","NC","28754","0.6778","530","NULL","0.3422459893","0.0208",NA,NA,"0.0521","0.0104",NA,NA,NA,"0.3849","33500","33200","38500","40500",1
"2846",2846,"Meredith College","Raleigh","NC","27607-5298","0.6104","563","24","0.5516569201","0.0051",NA,NA,"0.0434","0.0153",NA,"0.0102",NA,"0.5876","42000","42000","41700","51900",1
"2847",2847,"Methodist University","Fayetteville","NC","28311-1420","0.6199","550","23","0.3084745763","0.0161",NA,"0.0193","0.0675","0.0161",NA,"0.0386",NA,"0.3695","40800","45800","46700","54300",1
"2848",2848,"Miller-Motte College-Wilmington","Wilmington","NC","28405","NULL","NULL","NULL","0.3695286195","0.0118",NA,NA,NA,NA,NA,NA,NA,"0.3295","22700","32600","30200","39800",1
"2854",2854,"Montreat College","Montreat","NC","28757-1267","0.5063","560","NULL","0.4318936877","0.0094",NA,NA,"0.022",NA,NA,NA,NA,"0.4436","36100","45800","50200","67700",1
"2855",2855,"University of Mount Olive","Mount Olive","NC","28365-0919","0.6198","520","NULL","0.4177433247","0.0136",NA,NA,"0.0063","0.0042",NA,NA,NA,"0.4198","33600","46300","51800","63400",1
"2858",2858,"North Carolina A & T State University","Greensboro","NC","27411","0.6136","500","22","0.0836120401","0.0184","0.1325","0.0613","0.026","0.0031",NA,"0.0077",NA,"0.4068","35600","39300","42500","56100",1
"2859",2859,"University of North Carolina at Asheville","Asheville","NC","28804-8510","0.7743","620","26","0.5200594354","0.0423","0.0102",NA,"0.0453","0.0394",NA,"0.035",NA,"0.6072","39100","41300","39000","49300",1
"2860",2860,"University of North Carolina at Chapel Hill","Chapel Hill","NC","27599","0.3388","710","32","0.7220556745","0.0073",NA,NA,"0.0938","0.0191",NA,"0.0384",NA,"0.8898","56600","60900","65500","79200",1
"2861",2861,"University of North Carolina at Charlotte","Charlotte","NC","28223-0001","0.7148","590","25","0.423360574","0.0324","0.0735","0.0477","0.025","0.0198",NA,"0.0269",NA,"0.5271","45900","46800","48400","63100",1
"2862",2862,"University of North Carolina at Greensboro","Greensboro","NC","27402-6170","0.6515","560","24","0.4655329487","0.0203",NA,NA,"0.046","0.0022",NA,"0.0051",NA,"0.5348","38500","41800","41000","51100",1
"2863",2863,"North Carolina Central University","Durham","NC","27707","0.6054","470","18","0.3500281373","0.0233",NA,NA,"0.0644","0.0044",NA,"0.0022",NA,"0.3841","33300","35400","35100","48200",1
"2864",2864,"University of North Carolina School of the Arts","Winston-Salem","NC","27127-2738","0.411","600","25","0.6139240506",NA,NA,NA,NA,NA,NA,NA,NA,"0.6369","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55700",1
"2865",2865,"North Carolina State University at Raleigh","Raleigh","NC","27695-7001","0.5421","660","29","0.6080263881","0.0241","0.2249","0.0089","0.1074","0.0117",NA,"0.0239","0.0011","0.7156","54800","53000","56100","69700",1
"2866",2866,"North Carolina Wesleyan College","Rocky Mount","NC","27804","0.6255","510","20","0.3305613306","0.1029",NA,NA,"0.0161","0.0161",NA,NA,NA,"0.2222","34000","42100","45200","59700",1
"2867",2867,"University of North Carolina Wilmington","Wilmington","NC","28403-5963","0.5653","620","26","0.6112689394","0.0114",NA,NA,"0.0864","0.0072",NA,"0.028",NA,"0.6705","40100","43500","46700","56700",1
"2869",2869,"William Peace University","Raleigh","NC","27604-1194","0.5267","520","23","0.4156378601",NA,NA,NA,"0.0515",NA,NA,NA,NA,"0.3553","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","43100",1
"2870",2870,"University of North Carolina at Pembroke","Pembroke","NC","28372-1510","0.7467","500","21","0.1454311454","0.0133",NA,NA,"0.0922","0.0024",NA,"0.0194",NA,"0.3351","33400","36200","39300","48900",1
"2871",2871,"Pfeiffer University","Misenheimer","NC","28109","0.5918","540","25","0.5014925373","0.0122",NA,NA,"0.0244","0.0122",NA,"0.0122",NA,"0.4545","37100","42300","43300","61000",1
"2872",2872,"Piedmont International University","Winston-Salem","NC","27101-5025","NULL","NULL","NULL","0.3835616438",NA,NA,NA,NA,NA,NA,NA,NA,"0.549","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52600",1
"2875",2875,"Queens University of Charlotte","Charlotte","NC","28274-0001","0.7358","570","25","0.5760456274","0.0103",NA,NA,"0.0454","0.0021",NA,"0.0021",NA,"0.5966","37600","46700","47000","66500",1
"2878",2878,"Mid-Atlantic Christian University","Elizabeth City","NC","27909-4054","0.3939","535","21","0.3015873016",NA,NA,NA,NA,NA,NA,NA,NA,"0.3667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2883",2883,"Saint Augustine's University","Raleigh","NC","27610-2298","0.6008","420","NULL","0.2722419929","0.0321",NA,NA,"0.0281","0.0361",NA,NA,NA,"0.2337","28400","31900","35000","40600",1
"2884",2884,"Salem College","Winston-Salem","NC","27101","0.5961","580","25","0.1704035874",NA,NA,NA,"0.1298","0.0229",NA,"0.0153",NA,"0.5267","34200","35300","37600","45900",1
"2887",2887,"Shaw University","Raleigh","NC","27601","0.4772","NULL","NULL","0.231316726","0.0396",NA,NA,"0.0446","0.005",NA,"0.005",NA,"0.2862","25600","32200","36000","42400",1
"2889",2889,"St Andrews University","Laurinburg","NC","28352","NULL","NULL","NULL","0.3288288288",NA,NA,NA,"0.0672","0.0084",NA,"0.0336",NA,"0.4293","33600","39700","50200","51100",1
"2898",2898,"Wake Forest University","Winston-Salem","NC","27106","0.3985","NULL","NULL","0.8270377734","0.0069",NA,NA,"0.0815","0.0128",NA,"0.0324",NA,"0.8815","61400","77300","82700","83300",1
"2900",2900,"Warren Wilson College","Swannanoa","NC","28778-2099","0.9331","590","NULL","0.5621890547",NA,NA,NA,"0.0466",NA,NA,"0.0363",NA,"0.4472","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39800",1
"2906",2906,"Wingate University","Wingate","NC","28174-0159","0.8069","580","NULL","0.5012224939","0.0034",NA,NA,"0.0966","0.031",NA,"0.0103",NA,"0.5283","36900","38600","45000","105800",1
"2907",2907,"Carolina Christian College","Winston Salem","NC","27105","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","PrivacySuppressed",1
"2909",2909,"Winston-Salem State University","Winston-Salem","NC","27110-0001","0.6204","490","20","0.3331081081","0.0193",NA,NA,"0.0201","0.0032",NA,"0.0112",NA,"0.4105","34100","38800","40000","54000",1
"2910",2910,"Western Carolina University","Cullowhee","NC","28723-9646","0.3881","570","24","0.4826030928","0.0042","0.0012","0.0762","0.0212","0.0079",NA,"0.0206",NA,"0.5036","37200","38000","42100","50900",1
"2911",2911,"Rasmussen College-North Dakota","Fargo","ND","58103-7196","0.8106","NULL","NULL","0.3406649616","0.0256",NA,NA,NA,NA,NA,NA,NA,"0.4167","30200","35900","37000","48700",1
"2912",2912,"Bismarck State College","Bismarck","ND","58506-5587","NULL","NULL","NULL","0.3648029331","0.0212",NA,"0.2743",NA,NA,NA,NA,NA,"0.3964","40000","46500","50000","79600",1
"2913",2913,"Dickinson State University","Dickinson","ND","58601-4896","0.6641","530","25","0.3506743738","0.0329",NA,NA,"0.0305","0.0117",NA,"0.0047",NA,"0.3344","37200","43800","47200","68400",1
"2914",2914,"Nueta Hidatsa Sahnish College","New Town","ND","58763","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.1071","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2917",2917,"University of Jamestown","Jamestown","ND","58405","0.6299","560","26","0.4657039711","0.0506",NA,NA,"0.073","0.0056",NA,"0.0056",NA,"0.4741","36400","44500","47400","60100",1
"2921",2921,"University of Mary","Bismarck","ND","58504","0.7522","578","26","0.4571865443","0.0436","0.0041",NA,"0.0705",NA,NA,NA,NA,"0.5153","46500","51000","51200","67900",1
"2922",2922,"Mayville State University","Mayville","ND","58257-1299","NULL","NULL","NULL","0.2216216216","0.0354",NA,NA,"0.0354","0.0088",NA,NA,NA,"0.2569","30800","34500","40400","51600",1
"2923",2923,"Medcenter One College of Nursing","Bismarck","ND","58501-4425","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"2924",2924,"Minot State University","Minot","ND","58707","0.5778","540","24","0.2674418605","0.0288",NA,NA,"0.0224","0.0016",NA,"0.016",NA,"0.3341","35600","41900","45700","60700",1
"2926",2926,"University of North Dakota","Grand Forks","ND","58202-8193","0.7","NULL","26","0.4537401575","0.0153","0.0774","0.0062","0.0418","0.0068",NA,"0.0175",NA,"0.5435","57000","53500","58600","70800",1
"2929",2929,"North Dakota State University-Main Campus","Fargo","ND","58108-6050","0.8601","630","26","0.4445807771","0.0215","0.151",NA,"0.0678","0.0072",NA,"0.0083",NA,"0.5371","49100","52800","56800","68900",1
"2932",2932,"Sitting Bull College","Fort Yates","ND","58538-9721","NULL","NULL","NULL","PrivacySuppressed","0.0286",NA,"0.3286",NA,NA,NA,NA,NA,"0.24","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","36900",1
"2933",2933,"Trinity Bible College","Ellendale","ND","58436-7105","NULL","NULL","NULL","0.2115384615",NA,NA,NA,NA,NA,NA,NA,NA,"0.3443","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","46000",1
"2934",2934,"Turtle Mountain Community College","Belcourt","ND","58316","NULL","NULL","NULL","PrivacySuppressed",NA,NA,"0.1034",NA,NA,NA,NA,NA,"0.2766","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","43500",1
