"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"1515",1515,"Kentucky Wesleyan College","Owensboro","KY","42301","0.5508","520","25","0.3273809524","0.0335",NA,NA,"0.1341","0.0223",NA,"0.067",NA,"0.5048","NULL","NULL","NULL","NULL",1
"1516",1516,"University of Kentucky","Lexington","KY","40506-0032","0.7352","640","27","0.4851668727","0.0111","0.0844",NA,"0.0687","0.0068",NA,"0.0062",NA,"0.5881","NULL","NULL","NULL","NULL",1
"1517",1517,"Kentucky Christian University","Grayson","KY","41143-1199","0.3211","540","23","0.3892215569",NA,NA,NA,NA,NA,NA,NA,NA,"0.3662","NULL","NULL","NULL","NULL",1
"1518",1518,"Lexington Theological Seminary","Lexington","KY","40503","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1519",1519,"Lindsey Wilson College","Columbia","KY","42728-1223","NULL","NULL","NULL","0.3393501805","0.0055","0.0055",NA,"0.0329","0.0137",NA,NA,NA,"0.2796","NULL","NULL","NULL","NULL",1
"1520",1520,"Sullivan College of Technology and Design","Louisville","KY","40218","0.5914","NULL","NULL","PrivacySuppressed","0.2759",NA,"0.4138",NA,NA,NA,NA,NA,"0.5816","NULL","NULL","NULL","NULL",1
"1521",1521,"University of Louisville","Louisville","KY","40292-0001","0.7253","640","27","0.3985778443",NA,"0.1079",NA,"0.0443","0.01",NA,"0.0096",NA,"0.4855","NULL","NULL","NULL","NULL",1
"1522",1522,"Louisville Presbyterian Theological Seminary","Louisville","KY","40205-1798","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1525",1525,"Mid-Continent University","Mayfield","KY","42066-9007","0.8378","460","20","0.4123539232",NA,NA,NA,NA,NA,NA,NA,NA,"0.4074","NULL","NULL","NULL","NULL",1
"1526",1526,"Midway University","Midway","KY","40347-1120","0.6318","500","21","0.3948497854","0.0269",NA,NA,"0.021",NA,NA,NA,NA,"0.4296","NULL","NULL","NULL","NULL",1
"1527",1527,"Morehead State University","Morehead","KY","40351","0.7879","570","23","0.2708578143","0.0074",NA,"0.0277","0.0443","0.0185",NA,"0.0148",NA,"0.3168","NULL","NULL","NULL","NULL",1
"1529",1529,"Murray State University","Murray","KY","42071-3318","0.7342","563","24","0.422979798","0.0097","0.011","0.0582","0.0297","0.011",NA,"0.02",NA,"0.5375","NULL","NULL","NULL","NULL",1
"1531",1531,"Northern Kentucky University","Highland Heights","KY","41099","0.6626","550","24","0.3153814769","0.0222",NA,"0.0509","0.0203","0.0108",NA,"0.0146",NA,"0.3415","NULL","NULL","NULL","NULL",1
"1533",1533,"Daymar College-Owensboro","Owensboro","KY","42301","NULL","NULL","NULL","0.341211226","0.0368",NA,NA,NA,NA,NA,NA,NA,"0.3433","NULL","NULL","NULL","NULL",1
"1536",1536,"University of Pikeville","Pikeville","KY","41501","NULL","NULL","NULL","0.2336769759","0.0165",NA,NA,"0.1157","0.0165",NA,"0.0083",NA,"0.3714","NULL","NULL","NULL","NULL",1
"1538",1538,"Brown Mackie College-Louisville","Louisville","KY","40219","NULL","NULL","NULL","0.2376237624","0.0257","0.0294",NA,NA,NA,NA,NA,NA,"0.25","NULL","NULL","NULL","NULL",1
"1540",1540,"Saint Catharine College","Saint Catharine","KY","40061","NULL","NULL","NULL","0.3640167364","0.0093",NA,NA,NA,NA,NA,NA,NA,"0.4179","NULL","NULL","NULL","NULL",1
"1547",1547,"Spalding University","Louisville","KY","40203-2188","0.4689","458","20","0.2543859649",NA,NA,NA,NA,NA,NA,NA,NA,"0.4912","NULL","NULL","NULL","NULL",1
"1549",1549,"Sullivan University","Louisville","KY","40205-3013","NULL","NULL","NULL","0.0423553719","0.1251",NA,NA,NA,NA,NA,NA,NA,"0.4982","NULL","NULL","NULL","NULL",1
"1550",1550,"Thomas More College","Crestview Hills","KY","41017-3495","0.8632","580","26","0.4297520661","0.0157",NA,NA,"0.0597","0.0031",NA,"0.0314",NA,"0.4581","NULL","NULL","NULL","NULL",1
"1551",1551,"Transylvania University","Lexington","KY","40508-1797","0.8378","670","28","0.6927083333","0.0218",NA,NA,"0.0873","0.0349",NA,"0.0306",NA,"0.7586","NULL","NULL","NULL","NULL",1
"1553",1553,"Union College","Barbourville","KY","40906-1499","0.2493","610","22","0.2263513514","0.0301",NA,NA,"0.0902","0.015",NA,"0.0075",NA,"0.3071","NULL","NULL","NULL","NULL",1
"1554",1554,"Western Kentucky University","Bowling Green","KY","42101-1000","0.9451","550","25","0.3071858002","0.0194","0.0137","0.0194","0.0325","0.0074",NA,"0.0188",NA,"0.4082","NULL","NULL","NULL","NULL",1
"1565",1565,"Centenary College of Louisiana","Shreveport","LA","71134-1188","0.5998","610","25","0.4836956522",NA,NA,NA,"0.1739","0.0326",NA,"0.0489",NA,"0.6028","NULL","NULL","NULL","NULL",1
"1574",1574,"Dillard University","New Orleans","LA","70122","0.4755","490","19","0.2244897959","0.0093",NA,NA,"0.0748",NA,NA,"0.028",NA,"0.2757","NULL","NULL","NULL","NULL",1
"1576",1576,"Grambling State University","Grambling","LA","71245","0.3108","500","19","0.1948650428","0.0588",NA,"0.0281","0.0401","0.0027",NA,"0.0107",NA,"0.2783","NULL","NULL","NULL","NULL",1
"1583",1583,"Louisiana State University Health Sciences Center-New Orleans","New Orleans","LA","70112-2223","NULL","NULL","NULL","0.8704453441",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1584",1584,"Louisiana State University-Alexandria","Alexandria","LA","71302-9121","0.739","NULL","22","0.1594405594","0.0075",NA,NA,"0.0075","0.0113",NA,NA,NA,"0.095","NULL","NULL","NULL","NULL",1
"1585",1585,"Louisiana State University and Agricultural & Mechanical College","Baton Rouge","LA","70803-2750","0.6918","650","27","0.5100264851","0.0064","0.088",NA,"0.0861","0.0071",NA,"0.0114",NA,"0.6058","NULL","NULL","NULL","NULL",1
"1587",1587,"Louisiana State University-Shreveport","Shreveport","LA","71115-2399","0.8208","580","23","0.3023255814","0.0239",NA,NA,"0.1076","0.008",NA,"0.008",NA,"0.2795","NULL","NULL","NULL","NULL",1
"1592",1592,"Louisiana College","Pineville","LA","71359","0.5144","600","24","0.3555555556","0.0058",NA,NA,"0.0867","0.0116",NA,"0.0058",NA,"0.4599","NULL","NULL","NULL","NULL",1
"1594",1594,"Louisiana Tech University","Ruston","LA","71272","0.6082","590","25","0.3817166783","0.0089","0.1204","0.0332","0.0502","0.0015",NA,"0.0059",NA,"0.4781","NULL","NULL","NULL","NULL",1
"1595",1595,"Loyola University New Orleans","New Orleans","LA","70118-6143","0.5664","650","27","0.560546875","0.0019",NA,NA,"0.0541","0.0039",NA,"0.0135",NA,"0.5693","NULL","NULL","NULL","NULL",1
"1596",1596,"McNeese State University","Lake Charles","LA","70605","0.6772","610","24","0.2637362637","0.0186","0.0311","0.0382","0.0266","0.0044",NA,"0.008",NA,"0.3506","NULL","NULL","NULL","NULL",1
"1597",1597,"University of New Orleans","New Orleans","LA","70148","0.5575","580","23","0.2625407166","0.0171","0.0757",NA,"0.0638","0.0022",NA,"0.0163",NA,"0.1998","NULL","NULL","NULL","NULL",1
"1598",1598,"Nicholls State University","Thibodaux","LA","70310","0.7782","610","24","0.2745825603","0.0064",NA,"0.0522","0.033","0.0064",NA,"0.0064",NA,"0.2865","NULL","NULL","NULL","NULL",1
"1599",1599,"University of Louisiana at Monroe","Monroe","LA","71209-0000","0.729","550","24","0.2666259915","0.0045",NA,"0.0498","0.0571","0.0054",NA,"0.0091",NA,"0.3406","NULL","NULL","NULL","NULL",1
"1601",1601,"Notre Dame Seminary Graduate School of Theology","New Orleans","LA","70118-4391","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1602",1602,"Northwestern State University of Louisiana","Natchitoches","LA","71497-0002","0.8324","560","23","0.2990390051","0.0131",NA,"0.0416","0.0424","0.0037",NA,"0.0037",NA,"0.2711","NULL","NULL","NULL","NULL",1
"1603",1603,"University of Holy Cross","New Orleans","LA","70131-7399","0.2711","NULL","18","0.2823129252",NA,NA,NA,"0.0365",NA,NA,NA,NA,"0.271","NULL","NULL","NULL","NULL",1
"1604",1604,"Our Lady of the Lake College","Baton Rouge","LA","70808","0.5092","NULL","22","0.2442477876",NA,NA,NA,"0.0039",NA,NA,NA,NA,"0.3725","NULL","NULL","NULL","NULL",1
"1610",1610,"Saint Joseph Seminary College","St. Benedict","LA","70457","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.75","NULL","NULL","NULL","NULL",1
"1617",1617,"Southeastern Louisiana University","Hammond","LA","70402","0.4236","NULL","23","0.2574568289","0.0074",NA,"0.0414","0.036","0.0044",NA,"0.0054",NA,"0.3341","NULL","NULL","NULL","NULL",1
"1618",1618,"Southern University and A & M College","Baton Rouge","LA","70813","0.3703","490","20","0.1988672121","0.0322","0.0713","0.0126","0.0368","0.008",NA,"0.0069",NA,"0.2933","NULL","NULL","NULL","NULL",1
"1619",1619,"Southern University at New Orleans","New Orleans","LA","70126","0.4889","NULL","16","0.1691542289","0.0041",NA,NA,"0.0868","0.0041",NA,"0.0041",NA,"0.0402","NULL","NULL","NULL","NULL",1
"1621",1621,"University of Louisiana at Lafayette","Lafayette","LA","70503","0.6688","NULL","24","0.2934397163","0.0075","0.0477","0.0304","0.0341","0.0051",NA,"0.0159",NA,"0.3965","NULL","NULL","NULL","NULL",1
"1624",1624,"Tulane University of Louisiana","New Orleans","LA","70118-5698","0.2598","700","32","0.6749011858","0.0405","0.0324",NA,"0.1007","0.0081",NA,"0.0108",NA,"0.6981","NULL","NULL","NULL","NULL",1
"1625",1625,"Xavier University of Louisiana","New Orleans","LA","70125-1098","0.688","530","24","0.4156079855","0.0107",NA,NA,"0.3821","0.0071",NA,"0.1714",NA,"0.3804","NULL","NULL","NULL","NULL",1
"1628",1628,"College of the Atlantic","Bar Harbor","ME","04609","NULL","NULL","NULL","0.5063291139",NA,NA,NA,NA,NA,NA,NA,NA,"0.6912","NULL","NULL","NULL","NULL",1
"1629",1629,"Bangor Theological Seminary","Bangor","ME","04402-0411","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3333","NULL","NULL","NULL","NULL",1
"1630",1630,"Bates College","Lewiston","ME","04240","0.3181","NULL","NULL","0.7272727273",NA,NA,NA,"0.0857","0.0176",NA,"0.0418",NA,"0.8758","NULL","NULL","NULL","NULL",1
"1632",1632,"Bowdoin College","Brunswick","ME","04011","0.1966","750","34","0.7287234043","0.0175",NA,NA,"0.1404","0.0219",NA,"0.0592",NA,"0.9298","NULL","NULL","NULL","NULL",1
"1636",1636,"Colby College","Waterville","ME","04901-8840","0.3418","710","32","0.7766990291","0.0104",NA,NA,"0.1414","0.0416",NA,"0.0769",NA,"0.8953","NULL","NULL","NULL","NULL",1
"1638",1638,"Husson University","Bangor","ME","04401-2999","0.8154","530","23","0.34","0.0423",NA,NA,"0.0348",NA,NA,NA,NA,"0.405","NULL","NULL","NULL","NULL",1
"1641",1641,"University of Maine at Augusta","Augusta","ME","04330-9410","NULL","NULL","NULL","0.144193297","0.0259",NA,NA,"0.018",NA,NA,NA,"0.0319","0.1733","NULL","NULL","NULL","NULL",1
"1642",1642,"University of Maine at Farmington","Farmington","ME","04938-9978","0.8031","NULL","NULL","0.4218181818","0.0069",NA,NA,"0.0185","0.0185",NA,"0.0116",NA,"0.5824","NULL","NULL","NULL","NULL",1
"1643",1643,"University of Maine at Fort Kent","Fort Kent","ME","04743-1292","NULL","NULL","NULL","0.2608695652","0.0049",NA,NA,"0.0147",NA,NA,NA,NA,"0.3253","NULL","NULL","NULL","NULL",1
"1644",1644,"University of Maine at Machias","Machias","ME","04654-1397","0.8056","510","24","0.1461988304",NA,NA,NA,"0.2157",NA,NA,NA,NA,"0.3375","NULL","NULL","NULL","NULL",1
"1645",1645,"University of Maine","Orono","ME","04469","0.8009","590","NULL","0.4747474747","0.0092","0.0967","0.0469","0.0567","0.0069",NA,"0.0086",NA,"0.5719","NULL","NULL","NULL","NULL",1
"1646",1646,"Maine Maritime Academy","Castine","ME","04420-0001","0.5457","560","23","0.5181818182",NA,"0.4054","0.1027","0.0595",NA,NA,NA,NA,"0.65","NULL","NULL","NULL","NULL",1
"1647",1647,"University of Maine at Presque Isle","Presque Isle","ME","04769-2888","NULL","NULL","NULL","0.1811594203",NA,NA,NA,"0.0213",NA,NA,NA,NA,"0.329","NULL","NULL","NULL","NULL",1
"1648",1648,"University of New England","Biddeford","ME","04005-9599","0.8481","580","26","0.6020761246",NA,NA,NA,"0.2461","0.0045",NA,"0.0089",NA,"0.5511","NULL","NULL","NULL","NULL",1
"1651",1651,"Maine College of Art","Portland","ME","04101-3494","0.9443","NULL","NULL","0.3052631579",NA,NA,NA,NA,NA,NA,NA,NA,"0.4898","NULL","NULL","NULL","NULL",1
"1652",1652,"Saint Joseph's College of Maine","Standish","ME","04084-5236","0.9261","540","NULL","0.4848484848",NA,NA,NA,"0.0346","0.0094",NA,"0.0063",NA,"0.5498","NULL","NULL","NULL","NULL",1
"1655",1655,"University of Southern Maine","Portland","ME","04103","0.7828","550","23","0.3069069069","0.0087","0.0192","0.0235","0.0288","0.007",NA,"0.0183",NA,"0.3456","NULL","NULL","NULL","NULL",1
"1656",1656,"Thomas College","Waterville","ME","04901-5097","0.7249","500","NULL","0.4132231405","0.0826",NA,NA,NA,NA,NA,NA,NA,"0.3651","NULL","NULL","NULL","NULL",1
"1657",1657,"Unity College","Unity","ME","04988","0.7787","NULL","NULL","0.3837209302",NA,NA,NA,"0.2824",NA,NA,NA,NA,"0.4967","NULL","NULL","NULL","NULL",1
"1667",1667,"University of Baltimore","Baltimore","MD","21201-5720","0.5826","520","NULL","0.5762711864","0.0388",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1668",1668,"Baltimore International College","Baltimore","MD","21202-3230","NULL","NULL","NULL","0.3650793651",NA,NA,NA,NA,NA,NA,NA,NA,"0.2979","NULL","NULL","NULL","NULL",1
"1669",1669,"Bowie State University","Bowie","MD","20715-9465","0.518","480","25","0.1293345829","0.0611",NA,NA,"0.0429","0.0083",NA,NA,NA,"0.3732","NULL","NULL","NULL","NULL",1
"1670",1670,"Capitol Technology University","Laurel","MD","20708","0.567","530","27","0.2253521127","0.2321","0.5179","0.1429",NA,NA,NA,NA,NA,"0.3171","NULL","NULL","NULL","NULL",1
"1674",1674,"Washington Adventist University","Takoma Park","MD","20912","NULL","NULL","NULL","0.0656370656","0.044",NA,NA,"0.033","0.0055",NA,NA,NA,"0.2933","NULL","NULL","NULL","NULL",1
"1675",1675,"Coppin State University","Baltimore","MD","21216-3698","0.5352","460","NULL","0.1246612466","0.0159",NA,NA,"0.0291","0.0079",NA,NA,"0.0106","0.1633","NULL","NULL","NULL","NULL",1
"1679",1679,"Frostburg State University","Frostburg","MD","21532-1099","0.5819","540","23","0.4183350896","0.0208","0.0012",NA,"0.055","0.0024",NA,"0.0159",NA,"0.4764","NULL","NULL","NULL","NULL",1
"1681",1681,"Goucher College","Baltimore","MD","21204-2794","0.7297","NULL","NULL","0.5928338762","0.003",NA,NA,"0.0363","0.006",NA,"0.0121",NA,"0.6633","NULL","NULL","NULL","NULL",1
"1682",1682,"Kaplan University-Hagerstown Campus","Hagerstown","MD","21742","NULL","NULL","NULL","0.1969898553","0.0826",NA,NA,NA,NA,NA,NA,NA,"0.4116","NULL","NULL","NULL","NULL",1
"1685",1685,"Hood College","Frederick","MD","21701","0.8615","600","24","0.6158730159","0.0497",NA,NA,"0.1192","0.0232",NA,"0.0099",NA,"0.7686","NULL","NULL","NULL","NULL",1
"1688",1688,"Johns Hopkins University","Baltimore","MD","21218-2688","0.2225","770","34","0.8719866999","0.0202","0.1745",NA,"0.1285","0.0202",NA,"0.0132",NA,"0.9042","NULL","NULL","NULL","NULL",1
"1691",1691,"Loyola University Maryland","Baltimore","MD","21210-2699","0.5532","650","28","0.8111888112","0.0084","0.0217",NA,"0.0783","0.0217",NA,"0.0108",NA,"0.8233","NULL","NULL","NULL","NULL",1
"1693",1693,"University of Maryland-University College","Adelphi","MD","20783-8010","NULL","NULL","NULL","0.0859561537","0.2034",NA,NA,"0.0028",NA,NA,NA,NA,"0.087","NULL","NULL","NULL","NULL",1
"1694",1694,"University of Maryland  Baltimore","Baltimore","MD","21201-1627","NULL","NULL","NULL","0.8774038462",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1695",1695,"University of Maryland-Baltimore County","Baltimore","MD","21250","0.6589","670","NULL","0.36900369","0.1673","0.0647",NA,"0.132","0.0224",NA,"0.0149",NA,"0.5731","NULL","NULL","NULL","NULL",1
"1696",1696,"University of Maryland-College Park","College Park","MD","20742","0.4464","710","NULL","0.6089776855","0.0235","0.0897",NA,"0.0915","0.0152",NA,"0.0193",NA,"0.8146","NULL","NULL","NULL","NULL",1
"1697",1697,"Maryland Institute College of Art","Baltimore","MD","21217-4134","0.5104","620","NULL","0.6283185841",NA,NA,NA,NA,NA,NA,NA,NA,"0.7725","NULL","NULL","NULL","NULL",1
"1698",1698,"University of Maryland Eastern Shore","Princess Anne","MD","21853-1299","0.5084","460","18","0.2019748654","0.0151","0.0065","0.0454","0.0886","0.0151",NA,"0.0216",NA,"0.3153","NULL","NULL","NULL","NULL",1
"1702",1702,"Morgan State University","Baltimore","MD","21251-0001","0.3179","490","18","0.2134433962","0.0259","0.114",NA,"0.057","0.0052",NA,"0.0052",NA,"0.3151","NULL","NULL","NULL","NULL",1
"1703",1703,"Mount St Mary's University","Emmitsburg","MD","21727-7799","0.8044","580","24","0.5726744186","0.0029",NA,NA,"0.0636","0.0289",NA,"0.0145",NA,"0.7263","NULL","NULL","NULL","NULL",1
"1704",1704,"Ner Israel Rabbinical College","Baltimore","MD","21208","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3725","NULL","NULL","NULL","NULL",1
"1706",1706,"Notre Dame of Maryland University","Baltimore","MD","21210-2476","0.6085","540","NULL","0.4537037037","0.0304",NA,NA,"0.0578","0.0061",NA,"0.0182",NA,"0.6376","NULL","NULL","NULL","NULL",1
"1711",1711,"St Mary's Seminary & University","Baltimore","MD","21210-1994","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1712",1712,"Salisbury University","Salisbury","MD","21801-6862","0.5335","610","25","0.5629090909","0.0217",NA,NA,"0.0572","0.0114",NA,"0.012",NA,"0.6993","NULL","NULL","NULL","NULL",1
"1713",1713,"St Mary's College of Maryland","St. Mary's City","MD","20686-3001","0.5728","650","28","0.6643356643","0.0204",NA,NA,"0.1565","0.0227",NA,"0.0454",NA,"0.768","NULL","NULL","NULL","NULL",1
"1714",1714,"Sojourner-Douglass College","Baltimore","MD","21205-1898","NULL","NULL","NULL","0.2733333333",NA,NA,NA,NA,NA,NA,NA,NA,"0.2923","NULL","NULL","NULL","NULL",1
"1715",1715,"St John's College","Annapolis","MD","21401","0.8095","690","NULL","0.5423728814",NA,NA,NA,NA,NA,NA,NA,NA,"0.7293","NULL","NULL","NULL","NULL",1
"1717",1717,"Towson University","Towson","MD","21252-0001","0.5702","590","25","0.5782268579","0.0262",NA,NA,"0.0394","0.0132",NA,"0.0174",NA,"0.682","NULL","NULL","NULL","NULL",1
"1718",1718,"Maryland University of Integrative Health","Laurel","MD","20723","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1720",1720,"Stevenson University","Stevenson","MD","21153-0641","0.6382","540","23","0.5582089552","0.0848",NA,NA,"0.0322","0.0058",NA,"0.0292",NA,"0.6221","NULL","NULL","NULL","NULL",1
"1721",1721,"Washington Bible College-Capital Bible Seminary","Lanham","MD","20706-3599","0.8667","410","NULL","0.223880597",NA,NA,NA,NA,NA,NA,NA,NA,"0.1053","NULL","NULL","NULL","NULL",1
"1722",1722,"Washington College","Chestertown","MD","21620-1438","0.744","620","NULL","0.2018779343","0.0331",NA,NA,"0.0909","0.0207",NA,"0.0248",NA,"0.7072","NULL","NULL","NULL","NULL",1
"1723",1723,"Washington Theological Union","Washington","DC","20012","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1724",1724,"McDaniel College","Westminster","MD","21157","0.7374","610","NULL","0.222826087","0.0127",NA,NA,"0.0701","0.0064",NA,"0.0276",NA,"0.7031","NULL","NULL","NULL","NULL",1
"1726",1726,"New England College of Business and Finance","Boston","MA","02110","0.9722","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"1727",1727,"American International College","Springfield","MA","01109","0.7391","550","23","0.4947807933",NA,NA,NA,"0.0301",NA,NA,NA,NA,"0.3707","NULL","NULL","NULL","NULL",1
"1728",1728,"Amherst College","Amherst","MA","01002-5000","0.1531","770","34","0.5860465116","0.0187",NA,NA,"0.0701","0.0327",NA,"0.0631",NA,"0.9482","NULL","NULL","NULL","NULL",1
"1729",1729,"Andover Newton Theological School","Newton Centre","MA","02459-2243","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1730",1730,"Anna Maria College","Paxton","MA","01612-1198","0.6344","500","NULL","0.1097560976","0.0053",NA,NA,NA,NA,NA,NA,NA,"0.4603","NULL","NULL","NULL","NULL",1
"1732",1732,"Assumption College","Worcester","MA","01609-1296","0.7597","NULL","NULL","0.6831858407","0.0065",NA,NA,"0.0534","0.0243",NA,"0.0097",NA,"0.7235","NULL","NULL","NULL","NULL",1
"1733",1733,"Atlantic Union College","South Lancaster","MA","01561-1000","NULL","NULL","NULL","0.2960526316","0.0116",NA,NA,"0.093",NA,NA,NA,NA,"0.4302","NULL","NULL","NULL","NULL",1
"1734",1734,"Babson College","Wellesley","MA","02457-0310","0.3955","720","31","0.812749004",NA,NA,NA,NA,NA,NA,NA,NA,"0.9085","NULL","NULL","NULL","NULL",1
"1736",1736,"Boston Baptist College","Boston","MA","02136-4030","0.4474","510","21","0.375",NA,NA,NA,NA,NA,NA,NA,NA,"0.2727","NULL","NULL","NULL","NULL",1
"1737",1737,"Bay Path University","Longmeadow","MA","01106","0.646","522","20","0.4082125604",NA,NA,NA,"0.0339",NA,NA,NA,NA,"0.7","NULL","NULL","NULL","NULL",1
"1738",1738,"Bay State College","Boston","MA","02116","0.5758","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2135","NULL","NULL","NULL","NULL",1
"1740",1740,"Becker College","Worcester","MA","01609-2165","0.7677","500","20","0.1738461538","0.0112",NA,NA,"0.0028",NA,NA,NA,NA,"0.3111","NULL","NULL","NULL","NULL",1
"1741",1741,"Bentley University","Waltham","MA","02452-4705","0.4645","670","NULL","0.7930535456","0.0338",NA,NA,NA,"0.0145",NA,NA,NA,"0.8824","NULL","NULL","NULL","NULL",1
"1742",1742,"Berklee College of Music","Boston","MA","02215","0.3681","NULL","NULL","0.3219814241",NA,NA,NA,NA,NA,NA,NA,NA,"0.5353","NULL","NULL","NULL","NULL",1
"1745",1745,"Boston Architectural College","Boston","MA","02115-2703","NULL","NULL","NULL","0.0698924731",NA,NA,NA,NA,NA,NA,NA,NA,"0.1973","NULL","NULL","NULL","NULL",1
"1746",1746,"Boston Graduate School of Psychoanalysis Inc","Brookline","MA","02446","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1747",1747,"Boston College","Chestnut Hill","MA","02467","0.311","730","33","0.9213213213","0.0127",NA,NA,"0.0769","0.0106",NA,"0.0169",NA,"0.9096","NULL","NULL","NULL","NULL",1
"1748",1748,"The Boston Conservatory","Boston","MA","02215","NULL","NULL","NULL","0.5064935065",NA,NA,NA,NA,NA,NA,NA,NA,"0.6174","NULL","NULL","NULL","NULL",1
"1749",1749,"Boston University","Boston","MA","02215","0.5848","690","30","0.1919361613","0.0067","0.0599",NA,"0.0707","0.0106",NA,"0.012",NA,"0.8279","NULL","NULL","NULL","NULL",1
"1750",1750,"Brandeis University","Waltham","MA","02454-9110","0.4044","730","32","0.8412698413","0.0149",NA,NA,"0.1318","0.0124",NA,"0.0199",NA,"0.9067","NULL","NULL","NULL","NULL",1
"1751",1751,"Bridgewater State University","Bridgewater","MA","02325","0.6576","560","NULL","0.4798339265","0.0119",NA,NA,"0.033","0.0198",NA,"0.0172",NA,"0.5316","NULL","NULL","NULL","NULL",1
"1755",1755,"Cambridge College","Cambridge","MA","02138","NULL","NULL","NULL","0.3583333333",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"1758",1758,"Laboure College","Milton","MA","02186","0.5256","NULL","NULL","0.101010101",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","NULL",1
"1759",1759,"Clark University","Worcester","MA","01610-1477","0.6909","640","29","0.7228637413","0.019",NA,NA,"0.0837","0.0019",NA,"0.0152",NA,"0.7744","NULL","NULL","NULL","NULL",1
"1760",1760,"Conway School of Landscape Design","Conway","MA","01341-0179","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1761",1761,"Curry College","Milton","MA","02186-2395","0.7195","510","NULL","0.3652173913","0.0312",NA,NA,"0.0115",NA,NA,NA,NA,"0.4739","NULL","NULL","NULL","NULL",1
"1763",1763,"Dean College","Franklin","MA","02038-1941","0.6765","480","19","0.3457711443",NA,NA,NA,NA,NA,NA,NA,NA,"0.3713","NULL","NULL","NULL","NULL",1
"1766",1766,"Eastern Nazarene College","Quincy","MA","02170-2999","0.6731","570","28","0.3578947368","0.0094","0.0094",NA,"0.0376","0.0094",NA,"0.0141",NA,"0.5602","NULL","NULL","NULL","NULL",1
"1767",1767,"Emerson College","Boston","MA","02116-4624","0.4718","650","28","0.8166383701",NA,NA,NA,NA,NA,NA,NA,NA,"0.8","NULL","NULL","NULL","NULL",1
"1768",1768,"Emmanuel College","Boston","MA","02115","0.5576","580","NULL","0.5410199557",NA,NA,NA,"0.0775","0.0125",NA,"0.0125",NA,"0.6176","NULL","NULL","NULL","NULL",1
"1769",1769,"Endicott College","Beverly","MA","01915","0.5333","590","25","0.7057471264","0.0116",NA,NA,"0.0116",NA,NA,NA,NA,"0.6947","NULL","NULL","NULL","NULL",1
"1770",1770,"Episcopal Divinity School","Cambridge","MA","02138-3494","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"1772",1772,"Fisher College","Boston","MA","02116","0.609","480","NULL","0.2152777778","0.0152",NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
