"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"2272","Lincoln Technical Institute-Edison","Edison","NJ","08820-2896","NULL","NULL","NULL","0.5558436748","0.1113","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2273","American Institute-Clifton","CLIFTON","NJ","07011","NULL","NULL","NULL","0.6247113164","0.1006","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2274","Empire Beauty School-Ocean","Ocean","NJ","07712-4003","NULL","NULL","NULL","0.4331641286","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2275","Cooper Health System Center for Allied Health Education","Camden","NJ","08103","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"2276","County College of Morris","Randolph","NJ","07869-2086","NULL","NULL","NULL","0.223675605","0.0147","0.0138","0.0311","0","0","0","0","0.0035","NULL","NULL","NULL","NULL","NULL",2
"2277","Cumberland County College","Vineland","NJ","08362-1500","NULL","NULL","NULL","PrivacySuppressed","0.0403","0.0058","0.0058","0.0499","0.0269","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2278","Divers Academy International","ERIAL","NJ","08081","NULL","NULL","NULL","0.9247311828","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2279","Drake College of Business-Elizabeth","Elizabeth","NJ","07201","NULL","NULL","NULL","0.4318962228","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2280","Drew University","Madison","NJ","07940","0.7743","610","27","0.6166666667","0.0158","0","0","0.1395","0.0079","0","0.0289","0","0.6881","NULL","NULL","NULL","NULL",1
"2281","duCret School of Arts","Plainfield","NJ","07060","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2282","Lincoln Technical Institute-South Plainfield","South Plainfield","NJ","07080-2424","NULL","NULL","NULL","0.3891708968","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2283","Essex County College","Newark","NJ","07102","NULL","NULL","NULL","0.1494579246","0.0118","0.0251","0.0443","0.0458","0.0081","0","0.0044","0.0007","NULL","NULL","NULL","NULL","NULL",2
"2284","Empire Beauty School-Union","Union","NJ","07083","NULL","NULL","NULL","0.4331641286","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2285","Fairleigh Dickinson University-Metropolitan Campus","Teaneck","NJ","07666","0.7341","550","NULL","0.4544940644","0.0098","0.0043","0.0152","0.0326","0.0065","0","0.0043","0","0.465","NULL","NULL","NULL","NULL",1
"2286","Felician University","Lodi","NJ","07644","0.8819","500","NULL","0.3455497382","0.0245","0","0","0.0353","0.0082","0","0","0","0.4592","NULL","NULL","NULL","NULL",1
"2287","Fairleigh Dickinson University-College at Florham","Madison","NJ","07940","0.7774","570","NULL","0.4544940644","0.0154","0","0","0.0396","0.0242","0","0.0066","0","0.5423","NULL","NULL","NULL","NULL",1
"2288","Hohokus School of Trade and Technical Sciences","Paterson","NJ","07513","NULL","NULL","NULL","0.6865079365","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2289","Georgian Court University","Lakewood","NJ","08701-2697","0.779","510","NULL","0.5","0","0","0","0.0153","0.0433","0","0.0076","0","0.5133","NULL","NULL","NULL","NULL",1
"2290","Rowan University","Glassboro","NJ","08028","0.5923","640","NULL","0.541003672","0.0176","0.0525","0","0.0517","0.0247","0","0.0168","0","0.6982","NULL","NULL","NULL","NULL",1
"2291","Rowan College at Gloucester County","Sewell","NJ","08080","NULL","NULL","NULL","0.2257857601","0.066","0.0093","0.0046","0.015","0","0","0.0116","0","NULL","NULL","NULL","NULL","NULL",2
"2292","Empire Beauty School-Cherry Hill","Cherry Hill","NJ","08002","NULL","NULL","NULL","0.4967462039","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2293","Harris School of Business-Cherry Hill Campus","Cherry Hill","NJ","08002","NULL","NULL","NULL","0.5850722311","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2294","Eastwick College-Ramsey","Ramsey","NJ","07446-2551","0.3675","NULL","NULL","0.658456486","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2295","Holy Name Medical Center School of Nursing","Teaneck","NJ","07666-4246","0.3287","NULL","NULL","0.8245614035","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2296","Hudson County Community College","Jersey City","NJ","07306","NULL","NULL","NULL","0.112575508","0.0197","0.0174","0.0035","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2297","New Jersey City University","Jersey City","NJ","07305","0.4129","520","NULL","0.3490669594","0.0206","0","0","0.038","0.0273","0","0.0182","0","0.3174","NULL","NULL","NULL","NULL",1
"2298","Joe Kubert School of Cartoon and Graphic Art","Dover","NJ","07801","0.784","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2299","Kean University","Union","NJ","07083","0.8037","510","NULL","0.4660043465","0.0174","0","0","0.0533","0.0214","0","0.0104","0.0074","0.4623","NULL","NULL","NULL","NULL",1
"2300","Harris School of Business-Voorhees Campus","Voorhees","NJ","08043","NULL","NULL","NULL","0.5728571429","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2301","Lincoln Technical Institute-Union","Union","NJ","07083","NULL","NULL","NULL","0.3891708968","0","0","0.4168","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2302","Rizzieri Aveda School for Beauty and Wellness","Voorhees","NJ","08043-1800","NULL","NULL","NULL","0.4606741573","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2303","Mercer County Community College","West Windsor","NJ","08550-3407","NULL","NULL","NULL","0.0114259598","0.0369","0.0057","0.0369","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2304","Middlesex County College","Edison","NJ","08818-3050","NULL","NULL","NULL","0.2033435687","0.0182","0.0161","0.0399","0","0","0","0.0637","0","NULL","NULL","NULL","NULL","NULL",2
"2305","Monmouth University","West Long Branch","NJ","07764-1898","0.7791","590","NULL","0.6522116219","0.0098","0.0098","0","0.0596","0.0293","0","0.0133","0","0.6081","NULL","NULL","NULL","NULL",1
"2306","Montclair State University","Montclair","NJ","07043-1624","0.6532","540","NULL","0.6190322581","0.0159","0","0","0.0497","0.0186","0","0.0111","0","0.6339","NULL","NULL","NULL","NULL",1
"2307","HackensackUMC Mountainside School of Nursing","Montclair","NJ","07042-4837","NULL","NULL","NULL","0.6511627907","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2308","JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing","Plainfield","NJ","07061","0.7778","570","NULL","0.4523809524","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2309","Eastwick College-Nutley","Nutley","NJ","07110","NULL","NULL","NULL","0.6537785589","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2310","Empire Beauty School-Jersey City","Jersey City","NJ","07306","NULL","NULL","NULL","0.4967462039","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2311","New Brunswick Theological Seminary","New Brunswick","NJ","08901-1107","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2312","Robert Fiance Beauty Schools-West New York","West New York","NJ","07093-4623","NULL","NULL","NULL","0.7222222222","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2313","New Jersey Institute of Technology","Newark","NJ","07102","0.6547","660","28","0.4102766798","0.1497","0.3599","0.1445","0.0534","0.021","0","0.0105","0","0.5767","NULL","NULL","NULL","NULL",1
"2314","Ocean County College","Toms River","NJ","08754-2001","NULL","NULL","NULL","0.2135021097","0.0073","0.0106","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2315","Omega Institute","Pennsauken","NJ","08109-4417","0.4795","NULL","NULL","0.6428571429","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2316","P B Cosmetology Education Center","Gloucester","NJ","08030","NULL","NULL","NULL","0.7256097561","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2317","Parisian Beauty School","Hackensack","NJ","07601-5509","NULL","NULL","NULL","0.7604166667","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2318","Passaic County Community College","Paterson","NJ","07505-1179","NULL","NULL","NULL","0.0968178741","0.0065","0","0.0052","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2319","Pennco Tech-Blackwood","Blackwood","NJ","08012","NULL","NULL","NULL","0.6472727273","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2320","Princeton Theological Seminary","Princeton","NJ","08542-0803","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2321","Princeton University","Princeton","NJ","08544-0070","0.0741","800","35","0.8877887789","0","0.1959","0","0.1031","0.0291","0","0.0527","0","0.9694","NULL","NULL","NULL","NULL",1
"2322","Rabbinical College of America","Morristown","NJ","07960","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.16","NULL","NULL","NULL","NULL",1
"2323","Ramapo College of New Jersey","Mahwah","NJ","07430-1680","0.5526","610","26","0.6509803922","0.0152","0","0","0.0636","0.0202","0","0.0087","0","0.7283","NULL","NULL","NULL","NULL",1
"2324","Robert Fiance Beauty Schools-Perth Amboy","Perth Amboy","NJ","08861","NULL","NULL","NULL","0.6917293233","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2325","Rider University","Lawrenceville","NJ","08648-3099","0.7187","580","NULL","0.6140065147","0.0191","0","0","0.021","0.0029","0","0.0105","0","0.6576","NULL","NULL","NULL","NULL",1
"2326","Roman Academy of Beauty Culture","Hawthorne","NJ","07506","NULL","NULL","NULL","0.7288135593","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2327","Rutgers University-Camden","Camden","NJ","08102","0.5859","580","NULL","0.6619638184","0.0159","0","0","0.0657","0.0129","0","0.0109","0","0.5582","NULL","NULL","NULL","NULL",1
"2328","Rutgers University-New Brunswick","New Brunswick","NJ","08901-1281","0.5951","690","NULL","0.6619638184","0.0361","0.0952","0","0.0958","0.0149","0","0.0198","0","0.7969","NULL","NULL","NULL","NULL",1
"2329","Rutgers University-Newark","Newark","NJ","07102","0.5401","608","NULL","0.6619638184","0.0037","0","0","0.0646","0.0149","0","0.0112","0","0.6752","NULL","NULL","NULL","NULL",1
"2330","St Francis Medical Center-School of Radiologic Technology","Trenton","NJ","08629-1986","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2331","Saint Francis Medical Center School of Nursing","Trenton","NJ","08629-1986","0.5","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2332","Saint Peter's University","Jersey City","NJ","07306-5997","0.5408","510","NULL","0.4325925926","0.03","0","0","0.108","0.01","0","0.004","0","0.5332","NULL","NULL","NULL","NULL",1
"2333","Salem Community College","Carneys Point","NJ","08069-2799","NULL","NULL","NULL","0.2362385321","0.0288","0","0.0123","0.0206","0","0","0","0.0782","NULL","NULL","NULL","NULL","NULL",2
"2334","Seton Hall University","South Orange","NJ","07079-2697","0.7916","620","26","0.5655737705","0.001","0","0","0.0684","0.0057","0","0.0105","0","0.6409","NULL","NULL","NULL","NULL",1
"2335","Atlantic Beauty & Spa Academy LLC","Egg Harbor Township","NJ","08234","NULL","NULL","NULL","0.641509434","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2336","College of Saint Elizabeth","Morristown","NJ","07960-6989","0.4836","480","NULL","0.5444015444","0","0","0","0.0314","0.007","0","0.0035","0","0.5563","NULL","NULL","NULL","NULL",1
"2337","Raritan Valley Community College","Branchburg","NJ","08876","NULL","NULL","NULL","0.184841454","0.0321","0.0132","0.0104","0.0028","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2338","Stevens Institute of Technology","Hoboken","NJ","07030-5991","0.3816","720","32","0.4446721311","0.0631","0.6509","0.0533","0.0533","0.0197","0","0.0118","0","0.7861","NULL","NULL","NULL","NULL",1
"2339","Stockton University","Galloway","NJ","08205-9441","0.6211","600","24","0.643902439","0.0217","0","0","0.1138","0.0228","0","0.016","0","0.6549","NULL","NULL","NULL","NULL",1
"2340","Talmudical Academy-New Jersey","Adelphia","NJ","07710","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"2341","Teterboro School of Aeronautics","Teterboro","NJ","07608-1083","NULL","NULL","NULL","0.694214876","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2342","Thomas Edison State University","Trenton","NJ","08608","NULL","NULL","NULL","0.2407407407","0","0","0.046","0","0","0.0342","0","0","NULL","NULL","NULL","NULL","NULL",1
"2343","The College of New Jersey","Ewing","NJ","08628-7718","0.4311","680","NULL","0.7846441948","0.0101","0.0725","0","0.0671","0.0195","0","0.0315","0","0.8443","NULL","NULL","NULL","NULL",1
"2344","Sanford-Brown Institute-Iselin","Iselin","NJ","08830","NULL","NULL","NULL","0.5966241073","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2345","Union County College","Cranford","NJ","07016-1599","NULL","NULL","NULL","0.0285239546","0.0132","0.0307","0.0097","0.0176","0.0009","0","0.0044","0","NULL","NULL","NULL","NULL","NULL",2
"2346","William Paterson University of New Jersey","Wayne","NJ","07470","0.6811","560","NULL","0.4626924595","0.0045","0","0","0.0351","0.0155","0","0.0095","0","0.5012","NULL","NULL","NULL","NULL",1
"2347","Olympian Academy of Cosmetology","Alamogordo","NM","88310-5051","NULL","NULL","NULL","0.5","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2348","Central New Mexico Community College","Albuquerque","NM","87106","NULL","NULL","NULL","0.16563147","0.0237","0.0032","0.0169","0.0021","0","0","0.0006","0","NULL","NULL","NULL","NULL","NULL",2
"2349","Navajo Technical University","Crownpoint","NM","87313-0849","NULL","NULL","NULL","PrivacySuppressed","0.0683","0","0.0932","0","0","0","0","0","0.4328","NULL","NULL","NULL","NULL",1
"2350","De Wolff College Hair Styling and Cosmetology","Albuquerque","NM","87112-4413","NULL","NULL","NULL","0.5247524752","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2351","New Mexico State University-Dona Ana","Las Cruces","NM","88011","NULL","NULL","NULL","0.2718832891","0.0329","0","0.0568","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2352","Clovis Community College","Clovis","NM","88101-8381","NULL","NULL","NULL","0.1472868217","0.1921","0","0.0147","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2353","Eastern New Mexico University-Main Campus","Portales","NM","88130","0.6321","540","22","0.211173757","0.0076","0","0.0046","0.0244","0.0168","0","0.0046","0","0.2875","NULL","NULL","NULL","NULL",1
"2354","Eastern New Mexico University-Roswell Campus","Roswell","NM","88202-6000","NULL","NULL","NULL","0.211173757","0.0302","0","0.0428","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2355","Institute of American Indian and Alaska Native Culture","Santa Fe","NM","87508-1300","1","NULL","NULL","0.1607142857","0","0","0","0","0","0","0","0","0.25","NULL","NULL","NULL","NULL",1
"2356","New Mexico Highlands University","Las Vegas","NM","87701","NULL","NULL","NULL","0.268258427","0.0162","0","0","0.0301","0.0046","0","0.0278","0","0.1844","NULL","NULL","NULL","NULL",1
"2357","New Mexico Junior College","Hobbs","NM","88240","NULL","NULL","NULL","0.0687237027","0.0059","0","0.1265","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2358","New Mexico Military Institute","Roswell","NM","88201-5173","0.4186","580","24","0.3481481481","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2359","University of New Mexico-Gallup Campus","Gallup","NM","87301","NULL","NULL","NULL","0.2723430897","0.0038","0","0.0113","0","0","0","0.0075","0","NULL","NULL","NULL","NULL","NULL",2
"2360","New Mexico Institute of Mining and Technology","Socorro","NM","87801","0.4136","680","29","0.3441860465","0.0872","0.5897","0","0.1026","0.0462","0","0.0718","0","0.4417","NULL","NULL","NULL","NULL",1
"2361","University of New Mexico-Los Alamos Campus","Los Alamos","NM","87544","NULL","NULL","NULL","0.2723430897","0.0161","0.0161","0.0323","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2362","University of New Mexico-Main Campus","Albuquerque","NM","87106","0.6458","600","25","0.2723430897","0.0077","0.049","0","0.0776","0.0072","0","0.0186","0","0.4828","NULL","NULL","NULL","NULL",1
"2363","New Mexico State University-Alamogordo","Alamogordo","NM","88310","NULL","NULL","NULL","0.2718832891","0.0491","0","0.0351","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2364","New Mexico State University-Carlsbad","Carlsbad","NM","88220","NULL","NULL","NULL","0.2718832891","0","0","0.0254","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2365","New Mexico State University-Grants","Grants","NM","87020-2025","NULL","NULL","NULL","0.2718832891","0.0217","0","0.0217","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2366","New Mexico State University-Main Campus","Las Cruces","NM","88003-8001","0.852","540","24","0.2718832891","0.0324","0.0793","0.0259","0.0465","0.0042","0","0.008","0","0.4328","NULL","NULL","NULL","NULL",1
"2367","University of New Mexico-Valencia County Campus","Los Lunas","NM","87031-7633","NULL","NULL","NULL","0.2723430897","0.0149","0.0075","0.0261","0","0","0","0.1194","0","NULL","NULL","NULL","NULL","NULL",2
"2368","Northern New Mexico College","Espanola","NM","87532","NULL","NULL","NULL","0.17617866","0","0.0305","0.0711","0.0102","0.0051","0","0","0.0051","0.1508","NULL","NULL","NULL","NULL",1
"2369","San Juan College","Farmington","NM","87402-4699","NULL","NULL","NULL","0.1634446397","0.008","0.008","0.0916","0.0072","0.0024","0","0.0024","0","NULL","NULL","NULL","NULL","NULL",2
"2370","Santa Fe Community College","Santa Fe","NM","87508-4887","NULL","NULL","NULL","0.2239776952","0.0261","0.0082","0.0329","0.0041","0","0","0.0027","0","NULL","NULL","NULL","NULL","NULL",2
"2371","Santa Fe University of Art and Design","Santa Fe","NM","87505-7634","0.9975","570","23","0.6153846154","0","0","0","0","0","0","0","0","0.241","NULL","NULL","NULL","NULL",1
"2372","University of the Southwest","Hobbs","NM","88240","NULL","NULL","NULL","0.2727272727","0","0","0","0.1186","0","0","0","0","0.1406","NULL","NULL","NULL","NULL",1
"2373","Southwestern College","Santa Fe","NM","87507","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2374","Southwestern Indian Polytechnic Institute","Albuquerque","NM","87120-3101","NULL","NULL","NULL","0.0607028754","0.0147","0.0441","0.0588","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2375","University of New Mexico-Taos Campus","Ranchos de Taos","NM","87557","NULL","NULL","NULL","0.2723430897","0.1154","0","0","0","0","0","0.0256","0","NULL","NULL","NULL","NULL","NULL",2
"2376","Mesalands Community College","Tucumcari","NM","88401-3352","NULL","NULL","NULL","PrivacySuppressed","0.0987","0","0.279","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2377","Vogue College of Cosmetology-Santa Fe","Santa Fe","NM","87505-7708","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2378","Western New Mexico University","Silver City","NM","88061","NULL","NULL","NULL","0.2108938547","0.0393","0","0.0369","0.0246","0.0074","0","0.0025","0","0.17","NULL","NULL","NULL","NULL",1
"2379","Vaughn College of Aeronautics and Technology","Flushing","NY","11369","0.7706","574","NULL","0.2545787546","0.0114","0.0085","0.1396","0","0","0","0","0","0.3646","NULL","NULL","NULL","NULL",1
"2380","Adelphi University","Garden City","NY","11530-0701","0.6814","620","27","0.6252804787","0.0047","0","0","0.0546","0.0265","0","0.0094","0","0.6251","NULL","NULL","NULL","NULL",1
"2381","Adirondack Community College","Queensbury","NY","12804","NULL","NULL","NULL","0.2314893617","0.0305","0.0114","0.0133","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2382","Globe Institute of Technology","New York","NY","10018","NULL","NULL","NULL","0.1274038462","0.2258","0","0","0","0","0","0","0","0.1017","NULL","NULL","NULL","NULL",1
"2383","Bryant & Stratton College-Albany","Albany","NY","12205","NULL","NULL","NULL","0.2686825054","0.0268","0","0","0","0","0","0","0","0.3419","NULL","NULL","NULL","NULL",1
"2384","Albany College of Pharmacy and Health Sciences","Albany","NY","12208-3492","0.634","650","NULL","0.6233183857","0","0","0","0","0","0","0","0","0.7235","NULL","NULL","NULL","NULL",1
"2385","Albany Law School","Albany","NY","12208","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2386","Albany Medical College","Albany","NY","12208-3479","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2387","Alfred University","Alfred","NY","14802-1205","0.698","610","27","0.5748987854","0","0.1685","0","0.0815","0.0084","0","0.0449","0","0.6216","NULL","NULL","NULL","NULL",1
"2388","Allen School-Brooklyn","Brooklyn","NY","11201","NULL","NULL","NULL","0.5992844365","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2389","The Ailey School","New York","NY","10019-4402","0.1784","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2390","American Academy of Dramatic Arts-New York","New York","NY","10016","0.8118","NULL","NULL","0.7111111111","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2391","American Academy McAllister Institute of Funeral Service","New York","NY","10019","NULL","NULL","NULL","0.4189189189","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2392","Joffrey Ballet School","New York","NY","10011","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2393","American Musical and Dramatic Academy","New York","NY","10023","0.2603","NULL","NULL","0.5936952715","0","0","0","0","0","0","0","0","0.5436","NULL","NULL","NULL","NULL",1
"2394","Apex Technical School","Long Island City","NY","11101","NULL","NULL","NULL","0.582278481","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2395","Arnot Ogden Medical Center","Elmira","NY","14905-1676","0.5625","NULL","NULL","0.5483870968","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2396","Associated Beth Rivkah Schools","Brooklyn","NY","11225","0.9583","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2397","Austin's School of Spa Technology","Albany","NY","12206-1513","NULL","NULL","NULL","0.6380510441","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2398","Bank Street College of Education","New York","NY","10025","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2399","Bard College","Annandale-On-Hudson","NY","12504-5000","0.3761","NULL","NULL","0.71","0","0","0","0","0","0","0","0","0.7388","NULL","NULL","NULL","NULL",1
"2400","Barnard College","New York","NY","10027-6598","0.2053","710","31","0.8514851485","0.0016","0","0","0.0947","0.0273","0","0.0128","0","0.8966","NULL","NULL","NULL","NULL",1
"2401","Berk Trade and Business School","Long Island City","NY","11101-8120","NULL","NULL","NULL","0.5828220859","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2402","Berkeley College-New York","New York","NY","10017","NULL","NULL","NULL","0.3125496426","0","0","0","0","0","0","0","0","0.3069","NULL","NULL","NULL","NULL",1
"2403","Beth Hatalmud Rabbinical College","Brooklyn","NY","11214","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.1176","NULL","NULL","NULL","NULL",1
"2404","Beth Hamedrash Shaarei Yosher Institute","Brooklyn","NY","11204","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.0833","NULL","NULL","NULL","NULL",1
"2405","Phillips Beth Israel School of Nursing","New York","NY","10001-6354","0.3043","NULL","NULL","0.6265060241","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2406","Hair Design Institute at Fifth Avenue-Brooklyn","Brooklyn","NY","11209","NULL","NULL","NULL","0.6918429003","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2407","Boricua College","New York","NY","10032-1560","NULL","NULL","NULL","0.2176591376","0","0","0","0","0","0","0","0","0.5806","NULL","NULL","NULL","NULL",1
"2408","Bramson ORT College","Forest Hills","NY","11375-4239","NULL","NULL","NULL","0.0839813375","0.125","0","0.0947","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2409","Briarcliffe College","Bethpage","NY","11714-3545","NULL","NULL","NULL","0.3549351944","0.0721","0","0","0","0","0","0","0","0.346","NULL","NULL","NULL","NULL",1
"2410","Brittany Beauty School","Levittown","NY","11756-1345","NULL","NULL","NULL","0.6933701657","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2411","American Beauty School","Bronx","NY","10462","NULL","NULL","NULL","0.466367713","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2412","Brooklyn Law School","Brooklyn","NY","11201","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"2413","SUNY Broome Community College","Binghamton","NY","13905","NULL","NULL","NULL","0.2676969093","0.0323","0.0157","0.0331","0.0017","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2414","Bryant & Stratton College-Amherst","Getzville","NY","14068","NULL","NULL","NULL","0.2686825054","0.0543","0","0","0","0","0","0","0","0.3509","NULL","NULL","NULL","NULL",1
"2415","Bryant & Stratton College-Syracuse North","Liverpool","NY","13090","NULL","NULL","NULL","0.2686825054","0.1138","0","0","0","0","0","0","0","0.3333","NULL","NULL","NULL","NULL",1
"2416","Bryant & Stratton College-Syracuse","Syracuse","NY","13203-2502","NULL","NULL","NULL","0.2686825054","0.0347","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2417","Bryant & Stratton College-Buffalo","Buffalo","NY","14203","NULL","NULL","NULL","0.2686825054","0.0634","0","0","0","0","0","0","0","0.1111","NULL","NULL","NULL","NULL",1
"2418","Bryant & Stratton College-Greece","Rochester","NY","14612","NULL","NULL","NULL","0.2686825054","0.0874","0","0","0","0","0","0","0","0.2857","NULL","NULL","NULL","NULL",1
