"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"818","Lake-Sumter State College","Leesburg","FL","34788-8751","NULL","NULL","NULL","0.1285714286","0.0069","0","0.0994","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"819","Fort Myers Technical College","Fort Myers","FL","33916-2204","NULL","NULL","NULL","PrivacySuppressed","0.0319","0","0.0074","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"820","Lively Technical Center","Tallahassee","FL","32304-2895","NULL","NULL","NULL","PrivacySuppressed","0.0062","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"821","Lindsey Hopkins Technical College","Miami","FL","33127","NULL","NULL","NULL","0.1204819277","0","0","0.0152","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"822","Loraines Academy & Spa","Saint Petersburg","FL","33710","NULL","NULL","NULL","0.5118110236","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"823","Luther Rice University & Seminary","Lithonia","GA","30038-9869","NULL","NULL","NULL","0.2988505747","0","0","0","0","0","0","0","0","0.08","NULL","NULL","NULL","NULL",1
"824","State College of Florida-Manatee-Sarasota","Bradenton","FL","34207","NULL","NULL","NULL","0.1001540832","0.0103","0","0.0032","0","0","0","0","0","0.3078","NULL","NULL","NULL","NULL",1
"825","Manatee Technical College","Bradenton","FL","34203","NULL","NULL","NULL","0.0643274854","0.0281","0","0.0246","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"826","Manhattan Hairstyling Academy","Tampa","FL","33611","NULL","NULL","NULL","0.3683274021","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"827","Margate School of Beauty Inc","Margate","FL","33063","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"828","Traviss Career Center","Lakeland","FL","33803","NULL","NULL","NULL","PrivacySuppressed","0","0","0.007","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"829","Trinity International University-Florida","Davie","FL","33324","NULL","NULL","NULL","0.327510917","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"830","Miami Lakes Educational Center and Technical College","Miami Lakes","FL","33014","NULL","NULL","NULL","0.0591133005","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"831","Miami Dade College","Miami","FL","33132-2204","NULL","NULL","NULL","0.0972652447","0.0053","0","0.0152","0","0","0","0","0.0006","0.2522","NULL","NULL","NULL","NULL",1
"832","University of Miami","Coral Gables","FL","33146","0.3922","700","32","0.733924612","0.0062","0.0627","0","0.1358","0.0039","0","0.0139","0","0.8025","NULL","NULL","NULL","NULL",1
"833","Orange Technical College-Mid Florida Campus","Orlando","FL","32809","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0089","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"834","Beauty Schools of America-Miami","Miami","FL","33144-4700","NULL","NULL","NULL","0.58640553","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"835","Remington College-Tampa Campus","Tampa","FL","33619","NULL","NULL","NULL","0.5310638298","0.0388","0","0.0922","0","0","0","0","0","0.4309","NULL","NULL","NULL","NULL",1
"836","Everest Institute-North Miami","Miami","FL","33169-4538","NULL","NULL","NULL","0.5301132976","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"837","Everest Institute-Hialeah","Hialeah","FL","33012","NULL","NULL","NULL","0.5301132976","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"838","Academy of Palm Beach","Lake Worth","FL","33463-2113","NULL","NULL","NULL","0.6769230769","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"839","Lincoln College of Technology-West Palm Beach","West Palm Beach","FL","33407","NULL","NULL","NULL","0.5437415882","0.0279","0","0.0195","0","0","0","0","0","0.5861","NULL","NULL","NULL","NULL",1
"840","Fortis College-Tampa","Tampa","FL","33619","NULL","NULL","NULL","0.5543478261","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"841","Paul Mitchell the School-Jacksonville","Jacksonville","FL","32246","NULL","NULL","NULL","0.3888888889","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"842","North Florida Community College","Madison","FL","32340","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0256","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"843","University of North Florida","Jacksonville","FL","32224-7699","0.5078","610","25","0.445243805","0.0176","0.0313","0.0298","0.0301","0.0051","0","0.0042","0","0.4693","NULL","NULL","NULL","NULL",1
"844","Northwood University-Florida","West Palm Beach","FL","33409-2911","0.5179","520","23","0.3856022808","0","0","0","0","0","0","0","0","0.3455","NULL","NULL","NULL","NULL",1
"845","Nova Southeastern University","Fort Lauderdale","FL","33314-7796","0.5329","580","26","0.4633368757","0.0156","0","0","0.1481","0","0","0","0","0.4059","NULL","NULL","NULL","NULL",1
"846","Northwest Florida State College","Niceville","FL","32578-1295","NULL","NULL","NULL","0.158974359","0.012","0","0.0126","0","0","0","0","0","0.3601","NULL","NULL","NULL","NULL",1
"847","Orange Park International School of Beauty","Orange Park","FL","32073","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"848","Everest University-North Orlando","Orlando","FL","32810","0.8096","NULL","NULL","0.2128504093","0.0064","0","0","0","0","0","0","0","0.2398","NULL","NULL","NULL","NULL",1
"849","Orange Technical College-Orlando Campus","Orlando","FL","32801-1197","NULL","NULL","NULL","0.2282608696","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"850","Palm Beach Atlantic University","West Palm Beach","FL","33401","0.8006","570","25","0.444598338","0","0.0043","0","0.073","0.0086","0","0.0064","0","0.5244","NULL","NULL","NULL","NULL",1
"851","Palm Beach State College","Lake Worth","FL","33461-4796","NULL","NULL","NULL","0.1336223886","0.0099","0","0.0034","0","0","0","0","0.0006","0.3086","NULL","NULL","NULL","NULL",1
"852","Pasco-Hernando State College","New Port Richey","FL","34654-5199","NULL","NULL","NULL","0.1612230716","0.0203","0","0.0136","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"853","Pensacola State College","Pensacola","FL","32504-8998","NULL","NULL","NULL","0.1511137869","0.0064","0","0.0197","0","0","0","0","0","0.2792","NULL","NULL","NULL","NULL",1
"854","Pinellas Technical College-Clearwater","Clearwater","FL","33760-2140","NULL","NULL","NULL","0.0833333333","0.0138","0","0.0173","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"855","Polk State College","Winter Haven","FL","33881-4299","NULL","NULL","NULL","0.1066098081","0.0023","0","0.0134","0","0","0","0","0","0.2949","NULL","NULL","NULL","NULL",1
"856","Radford M Locklin Technical Center","Milton","FL","32570-8188","NULL","NULL","NULL","PrivacySuppressed","0.0465","0","0.0698","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"857","Saint Vincent de Paul Regional Seminary","Boynton Beach","FL","33436-4899","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"858","ATI Career Training Center-Miami","Miami","FL","33122-1707","NULL","NULL","NULL","0.5644171779","0","0","0.5627","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"859","ATI Career Training Center-Oakland Park","Oakland Park","FL","33309","NULL","NULL","NULL","0.5644171779","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"860","Ridge Career Center","Winter Haven","FL","33881-9518","NULL","NULL","NULL","PrivacySuppressed","0.0078","0","0.0078","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"861","Ringling College of Art and Design","Sarasota","FL","34234-5895","0.7401","NULL","NULL","0.5983935743","0","0","0","0","0","0","0","0","0.6866","NULL","NULL","NULL","NULL",1
"862","Toni & Guy Hairdressing Academy-Jacksonville","Jacksonville","FL","32256","NULL","NULL","NULL","0.56","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"863","Robert Morgan Educational Center and Technical College","Miami","FL","33177","NULL","NULL","NULL","0.1094527363","0.0043","0","0.0723","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"864","Rollins College","Winter Park","FL","32789-4499","0.5566","650","28","0.6355555556","0.0109","0","0","0.0513","0.0093","0","0.0078","0","0.6893","NULL","NULL","NULL","NULL",1
"865","First Coast Technical College","Saint Augustine","FL","32084-1919","NULL","NULL","NULL","0.0797546012","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"866","Saint Leo University","Saint Leo","FL","33574-6665","0.7755","550","23","0.3478827362","0.0539","0","0","0.0064","0.0009","0","0","0","0.4467","NULL","NULL","NULL","NULL",1
"867","St Petersburg College","Clearwater","FL","33760-2822","NULL","NULL","NULL","0.1683288738","0.0257","0","0.026","0","0","0","0","0","0.2839","NULL","NULL","NULL","NULL",1
"868","Pinellas Technical College-St. Petersburg","Saint Petersburg","FL","33711-2209","NULL","NULL","NULL","0.1047619048","0","0","0.0631","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"869","Santa Fe College","Gainesville","FL","32606-6210","NULL","NULL","NULL","0.1733919297","0.0182","0","0.0157","0","0","0","0","0.002","0.4044","NULL","NULL","NULL","NULL",1
"870","Suncoast Technical College","Sarasota","FL","34233-1798","NULL","NULL","NULL","PrivacySuppressed","0.0037","0","0.0481","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"871","Argosy University-Sarasota","Sarasota","FL","34235","NULL","NULL","NULL","0.2256376717","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"872","Seminole State College of Florida","Sanford","FL","32773-6199","NULL","NULL","NULL","0.0648464164","0.0166","0","0.0373","0","0","0","0","0","0.2956","NULL","NULL","NULL","NULL",1
"873","Sheridan Technical College","Hollywood","FL","33021","NULL","NULL","NULL","0.0465116279","0.0285","0","0.0303","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"874","Saint John Vianney College Seminary","Miami","FL","33165-3244","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.4444","NULL","NULL","NULL","NULL",1
"875","Saint Johns River State College","Palatka","FL","32177","NULL","NULL","NULL","0.0803921569","0.0098","0","0.0059","0","0","0","0","0","0.3053","NULL","NULL","NULL","NULL",1
"876","South Florida State College","Avon Park","FL","33825-9356","NULL","NULL","NULL","0.1118421053","0.0043","0","0.0158","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"877","University of South Florida-Main Campus","Tampa","FL","33620-9951","0.4454","620","NULL","0.4190307329","0.0081","0.0545","0","0.1072","0.0059","0","0.0107","0","0.5144","NULL","NULL","NULL","NULL",1
"878","St Thomas University","Miami Gardens","FL","33054-6459","0.5935","480","19","0.402173913","0.021","0","0","0.012","0.012","0","0.006","0","0.4","NULL","NULL","NULL","NULL",1
"879","Stenotype Institute of Jacksonville Inc-Jacksonville","Jacksonville","FL","32207","NULL","NULL","NULL","0.1022727273","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"880","Stetson University","DeLand","FL","32723","0.5051","610","25","0.5408805031","0.0058","0","0","0.0672","0.0019","0","0.0096","0","0.612","NULL","NULL","NULL","NULL",1
"881","Southeastern University","Lakeland","FL","33801-6034","NULL","NULL","NULL","0.3085365854","0","0","0","0.0082","0.0102","0","0","0","0.4614","NULL","NULL","NULL","NULL",1
"882","Benes International School of Beauty","New Port Richey","FL","34652","NULL","NULL","NULL","0.6912751678","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"883","RIVEROAK Technical College","Live Oak","FL","32064","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0112","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"884","Tallahassee Community College","Tallahassee","FL","32304-2895","NULL","NULL","NULL","0.1163734777","0.0034","0","0.0021","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"885","Talmudic College of Florida","Miami Beach","FL","33140-3854","0.8","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.9","NULL","NULL","NULL","NULL",1
"886","Everest University-Tampa","Tampa","FL","33614","NULL","NULL","NULL","0.1848906561","0.0309","0","0.1559","0","0","0","0","0","0.2636","NULL","NULL","NULL","NULL",1
"887","Everest University-Largo","Largo","FL","33770-2556","0.757","NULL","NULL","0.3052228079","0.0643","0","0","0","0","0","0","0","0.2479","NULL","NULL","NULL","NULL",1
"888","The University of Tampa","Tampa","FL","33606-1490","0.5309","590","25","0.5526075023","0.0193","0","0","0.0506","0.0046","0","0.0055","0","0.5929","NULL","NULL","NULL","NULL",1
"889","Taylor Technical Institute","Perry","FL","32348","NULL","NULL","NULL","PrivacySuppressed","0","0","0.4057","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"890","Tom P Haney Technical Center","Panama City","FL","32405","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0197","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"891","ATI Career Training Center-Fort Lauderdale","Fort Lauderdale","FL","33309-9731","NULL","NULL","NULL","0.416988417","0.1616","0","0.0696","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"892","Trinity Baptist College","Jacksonville","FL","32221","0.5704","500","25","0.2876712329","0","0","0","0","0","0","0","0","0.4412","NULL","NULL","NULL","NULL",1
"893","Trinity College of Florida","Trinity","FL","34655-4401","0.4419","578","22","0.4716981132","0","0","0","0","0","0","0","0","0.2727","NULL","NULL","NULL","NULL",1
"894","Fashion Focus Hair Academy","Sarasota","FL","34231-4813","NULL","NULL","NULL","0.5384615385","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"895","Valencia College","Orlando","FL","32835","NULL","NULL","NULL","0.141039823","0.0329","0","0.0476","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"896","Warner University","Lake Wales","FL","33859-8797","0.5017","500","NULL","0.445482866","0","0","0","0.0033","0","0","0","0","0.3937","NULL","NULL","NULL","NULL",1
"897","Florida Panhandle Technical College","Chipley","FL","32428-1618","NULL","NULL","NULL","PrivacySuppressed","0.0492","0","0.0559","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"898","Webber International University","Babson Park","FL","33827-0096","0.5262","520","22","0.3865546218","0.0189","0","0","0","0","0","0","0","0.3309","NULL","NULL","NULL","NULL",1
"899","Rasmussen College-Florida","Ocala","FL","34474-6226","0.7632","NULL","NULL","0.2962962963","0.0356","0","0","0","0","0","0","0","0.6667","NULL","NULL","NULL","NULL",1
"900","The University of West Florida","Pensacola","FL","32514-5750","0.6897","570","25","0.3745519713","0.04","0.0197","0.0139","0.0325","0.0101","0","0.0133","0","0.4738","NULL","NULL","NULL","NULL",1
"901","Orange Technical College-Westside Campus","Winter Garden","FL","34787-3733","NULL","NULL","NULL","PrivacySuppressed","0.0307","0","0.0391","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"902","William T McFatter Technical College","Davie","FL","33317","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0064","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"903","Orange Technical College-Winter Park Campus","Winter Park","FL","32789-3049","NULL","NULL","NULL","PrivacySuppressed","0.0665","0","0.0961","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"904","Withlacoochee Technical Institute","Inverness","FL","34450-4696","NULL","NULL","NULL","PrivacySuppressed","0","0","0.0473","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"905","Abraham Baldwin Agricultural College","Tifton","GA","31793-2601","0.7196","NULL","NULL","0.132474701","0.0021","0","0.0021","0","0","0","0","0","0.1898","NULL","NULL","NULL","NULL",1
"906","United Education Institute","Jacksonville","FL","32207","NULL","NULL","NULL","0.612579763","0","0","0.0572","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"907","Agnes Scott College","Decatur","GA","30030-3770","0.4606","NULL","NULL","0.5252525253","0","0","0","0.1098","0.0347","0","0.0289","0","0.6822","NULL","NULL","NULL","NULL",1
"908","Interactive College of Technology-Chamblee","Chamblee","GA","30341","NULL","NULL","NULL","0.0955223881","0.0777","0","0.767","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"909","Interactive College of Technology-Morrow","Morrow","GA","30260","NULL","NULL","NULL","0.0955223881","0.7209","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"910","Albany Technical College","Albany","GA","31701","NULL","NULL","NULL","0.146713615","0.0211","0","0.0047","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"911","Darton State College","Albany","GA","31707-3098","NULL","NULL","NULL","0.1296884933","0.007","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"912","Albany State University","Albany","GA","31705","0.4172","470","19","0.3233965673","0.0256","0","0","0.0591","0.0256","0","0.0079","0","0.4485","NULL","NULL","NULL","NULL",1
"913","Andrew College","Cuthbert","GA","39840-5550","0.5196","500","20","0.157480315","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"914","Armstrong State University","Savannah","GA","31419-1997","0.5619","550","23","0.2257844475","0.0264","0","0","0.0547","0.0113","0","0.0094","0","0.2874","NULL","NULL","NULL","NULL",1
"915","The Art Institute of Atlanta","Atlanta","GA","30328-1635","0.3899","NULL","NULL","0.2732026144","0.1687","0","0","0","0","0","0","0","0.3098","NULL","NULL","NULL","NULL",1
"916","Georgia Career Institute","Conyers","GA","30094","NULL","NULL","NULL","0.5205724508","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"917","Atlanta Technical College","Atlanta","GA","30310-4446","NULL","NULL","NULL","0.0548354935","0.0363","0","0.0085","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"918","Point University","West Point","GA","31833","0.4572","550","24","0.3518518519","0","0","0","0","0","0","0","0","0.2212","NULL","NULL","NULL","NULL",1
"919","Atlanta Metropolitan State College","Atlanta","GA","30310-4448","NULL","NULL","NULL","0.11634757","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"920","Atlanta's John Marshall Law School","Atlanta","GA","30309","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"921","Atlanta School of Massage","Atlanta","GA","30338","NULL","NULL","NULL","0.734939759","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"922","Clark Atlanta University","Atlanta","GA","30314-4391","0.6937","470","NULL","0.340356564","0.0226","0.0019","0","0.0508","0.0038","0","0.0169","0","0.4306","NULL","NULL","NULL","NULL",1
"923","Augusta Technical College","Augusta","GA","30906","NULL","NULL","NULL","0.0596638655","0.0698","0","0.0097","0","0","0","0","0.0016","NULL","NULL","NULL","NULL","NULL",2
"924","Augusta State University","Augusta","GA","30904-2200","0.6101","550","22","0.195951417","0.012","0","0","0.0559","0.0107","0","0.0173","0","0.2311","NULL","NULL","NULL","NULL",1
"925","Bainbridge State College","Bainbridge","GA","39819","0.7716","NULL","NULL","0.0250896057","0.0194","0","0.0089","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"926","Bauder College","Atlanta","GA","30313","NULL","NULL","NULL","0.4193083573","0.0782","0","0","0","0","0","0","0","0.2791","NULL","NULL","NULL","NULL",1
"927","Beauty College of America","Forest Park","GA","30297-1443","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"928","Berry College","Mount Berry","GA","30149","0.6391","630","27","0.5609756098","0.003","0","0","0.0828","0.0059","0","0.0296","0","0.6012","NULL","NULL","NULL","NULL",1
"929","Beulah Heights University","Atlanta","GA","30316","NULL","NULL","NULL","0.1550387597","0","0","0","0","0","0","0","0","0.2143","NULL","NULL","NULL","NULL",1
"930","Brenau University","Gainesville","GA","30501-3668","0.2164","540","NULL","0.4747145188","0","0","0","0.0171","0","0","0","0","0.4596","NULL","NULL","NULL","NULL",1
"931","Brewton-Parker College","Mount Vernon","GA","30445","0.5039","490","19","0.2283236994","0.025","0","0","0.0125","0","0","0","0","0.227","NULL","NULL","NULL","NULL",1
"932","Brown College of Court Reporting","Atlanta","GA","30309","0.7619","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"933","College of Coastal Georgia","Brunswick","GA","31520-3644","NULL","NULL","NULL","0.1096938776","0.018","0","0.0072","0","0","0","0","0","0.1495","NULL","NULL","NULL","NULL",1
"934","West Georgia Technical College","Waco","GA","30182","NULL","NULL","NULL","0.0377952756","0.0464","0","0.0075","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"935","Carver Bible College","Atlanta","GA","30331","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","0.1587","NULL","NULL","NULL","NULL",1
"936","Clayton  State University","Morrow","GA","30260-0285","0.3702","510","22","0.2283776145","0.0636","0","0","0.0501","0.0045","0","0","0","0.2349","NULL","NULL","NULL","NULL",1
"937","Columbia Theological Seminary","Decatur","GA","30030-4118","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"938","Columbus Technical College","Columbus","GA","31904-6572","NULL","NULL","NULL","0.0506970849","0.0692","0","0.0074","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"939","Columbus State University","Columbus","GA","31907-5645","0.5616","540","22","0.2258512856","0.0289","0","0","0.0238","0.0083","0","0.0103","0","0.3333","NULL","NULL","NULL","NULL",1
"940","Georgia Northwestern Technical College","Rome","GA","30161","NULL","NULL","NULL","0.0286069652","0.0743","0","0.0291","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"941","Covenant College","Lookout Mountain","GA","30750-4164","0.602","620","27","0.3388888889","0.0053","0","0","0.0319","0.0027","0","0.0133","0","0.55","NULL","NULL","NULL","NULL",1
"942","Dalton State College","Dalton","GA","30720-3797","NULL","NULL","NULL","0.1664766249","0","0","0.0762","0.0081","0.0032","0","0","0","0.1781","NULL","NULL","NULL","NULL",1
"943","Pro Way Hair School","Stone Mountain","GA","30083-3254","NULL","NULL","NULL","0.534591195","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"944","DeVry University-Georgia","Decatur","GA","30030-2556","0.755","NULL","NULL","0.0948866829","0.1581","0.0443","0.0561","0.0015","0","0","0","0","0.275","NULL","NULL","NULL","NULL",1
"945","South University-Savannah","Savannah","GA","31406","0.7983","NULL","NULL","0.1982705374","0.0703","0","0","0","0","0","0","0","0.2093","NULL","NULL","NULL","NULL",1
"946","East Georgia State College","Swainsboro","GA","30401","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"947","Emmanuel College","Franklin Springs","GA","30639","0.4837","510","NULL","0.3712871287","0","0","0","0.0234","0","0","0","0","0.4345","NULL","NULL","NULL","NULL",1
"948","Emory University","Atlanta","GA","30322","0.2966","750","NULL","0.8563218391","0.0015","0","0","0.1181","0.009","0","0.041","0","0.8803","NULL","NULL","NULL","NULL",1
"949","Georgia Highlands College","Rome","GA","30161-3897","NULL","NULL","NULL","0.1624203822","0.0021","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"950","Fort Valley State University","Fort Valley","GA","31030-4313","0.3302","498","21","0.1075268817","0.0278","0","0.0278","0.1111","0.0556","0","0.0079","0","0.3333","NULL","NULL","NULL","NULL",1
"951","Grady Health System Professional Schools","Atlanta","GA","30303-3050","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"952","Georgia Institute of Technology-Main Campus","Atlanta","GA","30332-0530","0.5879","750","33","0.5777518928","0.0552","0.5785","0","0.0408","0.0102","0","0.0253","0","0.7974","NULL","NULL","NULL","NULL",1
"953","Georgia Southwestern State University","Americus","GA","31709-4693","0.6802","540","21","0.3214285714","0.0244","0","0","0.0269","0.0196","0","0.0196","0","0.3008","NULL","NULL","NULL","NULL",1
"954","Gainesville State College","Oakwood","GA","30566","0.8319","550","22","0.1176948052","0","0","0.0012","0","0","0","0","0","0.1313","NULL","NULL","NULL","NULL",1
"955","Georgia College and State University","Milledgeville","GA","31061","0.7902","610","26","0.4570135747","0.007","0","0","0.0382","0.0131","0","0.0171","0","0.5948","NULL","NULL","NULL","NULL",1
"956","Georgia Military College-Milledgeville Campus","Milledgeville","GA","31061-3398","NULL","NULL","NULL","0.0601851852","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"957","Georgia Southern University","Statesboro","GA","30460-8126","0.5594","590","25","0.3863867254","0.0312","0","0.0741","0.0369","0.0057","0","0.0247","0","0.45","NULL","NULL","NULL","NULL",1
"958","Georgia State University","Atlanta","GA","30303-3083","0.5183","600","25","0.4164694747","0.0321","0","0","0.0571","0.0046","0","0.0131","0","0.4815","NULL","NULL","NULL","NULL",1
"959","University of Georgia","Athens","GA","30602","0.5376","670","29","0.4699546485","0.0057","0.0043","0","0.0809","0.0077","0","0.0072","0","0.808","NULL","NULL","NULL","NULL",1
"960","Gordon State College","Barnesville","GA","30204","0.4911","NULL","NULL","0.128957529","0","0","0","0","0","0","0","0","0.1566","NULL","NULL","NULL","NULL",1
"961","Southern Crescent Technical College","Griffin","GA","30223-2042","NULL","NULL","NULL","0.0503496503","0.0321","0","0.0078","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"962","Gupton Jones College of Funeral Service","Decatur","GA","30035-4022","NULL","NULL","NULL","0.5567010309","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"963","Gwinnett College-Lilburn","Lilburn","GA","30047-3447","NULL","NULL","NULL","0.4481327801","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"964","Gwinnett Technical College","Lawrenceville","GA","30043-5702","NULL","NULL","NULL","0.1287878788","0.1094","0","0.0264","0","0","0","0","0.0052","NULL","NULL","NULL","NULL","NULL",2
"965","Heart of Georgia Technical College","Dublin","GA","31021","NULL","NULL","NULL","0.0371352785","0.0223","0","0.0019","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"966","Middle Georgia Technical College","Warner Robins","GA","31088","NULL","NULL","NULL","0.0201342282","0.019","0","0.0097","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"967","Interdenominational Theological Center","Atlanta","GA","30314-4143","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"968","Kennesaw State University","Kennesaw","GA","30144-5591","0.636","580","24","0.3529411765","0.0343","0","0","0.0477","0.0115","0","0.0119","0","0.4113","NULL","NULL","NULL","NULL",1
"969","LaGrange College","Lagrange","GA","30240-2999","0.5791","580","24","0.4097859327","0.0097","0","0","0.1068","0.0388","0","0","0","0.6063","NULL","NULL","NULL","NULL",1
"970","Lanier Technical College","Oakwood","GA","30566","NULL","NULL","NULL","0.0400890869","0.0449","0","0.0391","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
