"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL","PELL_COMP_ORIG_YR6_RT","NOPELL_COMP_ORIG_YR6_RT","COMPL_RPY_3YR_RT","PELL_RPY_3YR_RT","NOPELL_RPY_3YR_RT","COMPL_RPY_1YR_RT","PELL_RPY_1YR_RT","NOPELL_RPY_1YR_RT","COSTT4_A","LO_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR4_RT"
"6042","United States University","Chula Vista","CA","91911","NULL","NULL","NULL","0.5844155844","0","0","0","0.2158","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","0.6333333333","PrivacySuppressed"
"6043","Westwood College-Arlington Ballston","Arlington","VA","22203","0.6193","NULL","NULL","0.2481927711","0.1316","0","0","0","0","0","0","0","0.3333","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.3538175047","0.3333333333","0.4398907104","0.2594013814","0.3954248366","0.4989293362","0.3773824651","0.4836065574","29102","0.2179034158","0.2916666667","0.3703703704"
"6044","Brightwood College-Bakersfield","Bakersfield","CA","93304","NULL","NULL","NULL","0.6689280868","0.0558","0","0","0","0","0","0","0","NULL","24800","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.6542792793","0.762295082","0.2882716049","0.2278602202","0.4637681159","0.5091428571","0.4615016738","0.6369047619","NULL","0.6479217604","PrivacySuppressed","PrivacySuppressed"
"6045","Brightwood College-Fresno","Clovis","CA","93612","NULL","NULL","NULL","0.7454308094","0","0","0","0","0","0","0","0","NULL","21900","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.7299065421","0.7932692308","0.4222222222","0.3659359191","0.5303030303","0.5730905412","0.5272321429","0.6111111111","NULL","0.7247863248","0.7940074906","0.8631578947"
"6046","Empire Beauty School-Avondale","Avondale","AZ","85323","NULL","NULL","NULL","0.4340659341","0","0","0","0","0","0","0","0","NULL","22200","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.6363636364","0.6226415094","0.5206185567","0.3876923077","0.5950413223","0.6724137931","0.5365853659","0.6707317073","NULL","0.3903508772","0.4210526316","0.7073170732"
"6047","Empire Beauty School-North Tucson","Tucson","AZ","85705","NULL","NULL","NULL","0.5364583333","0","0","0","0","0","0","0","0","NULL","20000","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5869565217","0.8018018018","0.4817518248","0.3696145125","0.5","0.6367041199","0.5603864734","0.693877551","NULL","0.5353535354","0.546875","0.5217391304"
"6048","Empire Beauty School-Littleton","Littleton","CO","80123","NULL","NULL","NULL","0.4236453202","0","0","0","0","0","0","0","0","NULL","24000","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.5732484076","0.7951807229","0.3503649635","0.2541666667","0.4078947368","0.5220125786","0.45","0.6440677966","NULL","0.3823529412","PrivacySuppressed","PrivacySuppressed"
"6049","Empire Beauty School-Aurora","Aurora","CO","80017","NULL","NULL","NULL","0.4236453202","0","0","0","0","0","0","0","0","NULL","24000","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.5732484076","0.7951807229","0.3503649635","0.2541666667","0.4078947368","0.5220125786","0.45","0.6440677966","NULL","0.3823529412","PrivacySuppressed","PrivacySuppressed"
"6050","Everest Institute-Gahanna","Gahanna","OH","43230","NULL","NULL","NULL","0.6569012383","0","0","0","0","0","0","0","0","NULL","24200","31000","24900","NULL",3,"0.65078125","0.8225806452","0.2460781298","0.1829871414","0.406779661","0.4283617146","0.3870338777","0.5820895522","NULL","0.6332858161","0.7668269231","0.8876404494"
"6051","Everest College-Merrionette Park","Merrionette Park","IL","60803","NULL","NULL","NULL","0.4914529915","0","0","0","0","0","0","0","0","NULL","27200","34300","39900","NULL",3,"0.4308588064","0.4315789474","0.2526595745","0.2018846374","0.3608815427","0.4228629236","0.3904024768","0.5203252033","NULL","0.4704156479","0.6303501946","0.6842105263"
"6052","Everest College-Earth City","Earth City","MO","63045","NULL","NULL","NULL","0.6404109589","0","0","0","0","0","0","0","0","NULL","26500","31800","31100","NULL",3,"0.585007728","0.7878787879","0.4487030585","0.3121367521","0.618852459","0.5955779457","0.5137863122","0.7452415813","NULL","0.5882070949","0.8341836735","0.86"
"6053","Everest College-Mesa","Mesa","AZ","85206","NULL","NULL","NULL","0.2510129269","0","0","0","0","0","0","0","0","0.5533","28100","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.2931309904","0.4641744548","0.3829138063","0.1957349581","0.3820638821","0.5258799172","0.3436165164","0.5496957404","22131","0.22009908","0.3638644918","0.5306122449"
"6054","Everest Institute-Silver Spring","Silver Spring","MD","20910","NULL","NULL","NULL","0.4749073762","0","0","0","0","0","0","0","0","NULL","22900","30500","26500","NULL",3,"0.4021937843","0.5511811024","0.3051546392","0.2134178553","0.408","0.4535200311","0.4","0.5775862069","NULL","0.4525139665","0.5721925134","0.6966292135"
"6055","Alvareitas College of Cosmetology-Belleville","Belleville","IL","62226","NULL","NULL","NULL","0.6470588235","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.7727272727","PrivacySuppressed","PrivacySuppressed","NULL","0.5172413793","PrivacySuppressed","PrivacySuppressed"
"6056","AmeriTech College-Draper","Draper","UT","84020-6545","0.8","NULL","NULL","0.8103448276","0","0","0","0","0","0","0","0","NULL","25500","28500","28200","NULL",2,"0.7703703704","0.7888888889","0.8301886792","0.798245614","0.8707482993","0.8753709199","PrivacySuppressed","PrivacySuppressed","38600","0.75","PrivacySuppressed","PrivacySuppressed"
"6057","Argosy University-Los Angeles","Los Angeles","CA","90045","NULL","NULL","NULL","0.1547148504","0","0","0","0","0","0","0","0","0","40500","41300","42800","NULL",1,"0.2528301887","0.2847411444","0.8287937743","0.3969109195","0.6335710368","0.6141732283","0.2831947012","0.4932307692","26876","0.131641791","0.1812179017","0.2233333333"
"6058","Brown Mackie College-Miami","Miramar","FL","33027-3264","NULL","NULL","NULL","0.3532781668","0.071","0","0.003","0","0","0","0","0","0.4688","27700","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.5919629057","0.5530410184","0.5686813187","0.3649222065","0.3618012422","0.5074046649","0.3761850333","0.3767502442","26302","0.3267223382","0.3756345178","0.4292237443"
"6059","Regency Beauty Institute-Darien","Darien","IL","60561","NULL","NULL","NULL","0.5552083333","0","0","0","0","0","0","0","0","NULL","22100","24600","27200","NULL",3,"0.6423135464","0.8154897494","0.6602126044","0.4627706912","0.7269076305","0.6350476839","0.5071657754","0.7577992059","NULL","0.4753161975","0.6571767497","0.7564102564"
"6060","Regency Beauty Institute-Aurora","Aurora","IL","60504","NULL","NULL","NULL","0.5552083333","0","0","0","0","0","0","0","0","NULL","22100","24600","27200","NULL",3,"0.6423135464","0.8154897494","0.6602126044","0.4627706912","0.7269076305","0.6350476839","0.5071657754","0.7577992059","NULL","0.4753161975","0.6571767497","0.7564102564"
"6061","Regency Beauty Institute-Madison","Madison","WI","53704","NULL","NULL","NULL","0.5552083333","0","0","0","0","0","0","0","0","NULL","22100","24600","27200","NULL",3,"0.6423135464","0.8154897494","0.6602126044","0.4627706912","0.7269076305","0.6350476839","0.5071657754","0.7577992059","NULL","0.4753161975","0.6571767497","0.7564102564"
"6062","Regency Beauty Institute-Ridgedale","Minnetonka","MN","55305","NULL","NULL","NULL","0.5552083333","0","0","0","0","0","0","0","0","NULL","22100","24600","27200","NULL",3,"0.6423135464","0.8154897494","0.6602126044","0.4627706912","0.7269076305","0.6350476839","0.5071657754","0.7577992059","NULL","0.4753161975","0.6571767497","0.7564102564"
"6063","San Joaquin Valley College-Modesto","Salida","CA","95368","NULL","NULL","NULL","0.6382396818","0","0","0","0","0","0","0","0","NULL","28600","34300","42000","NULL",2,"0.5543964232","0.74","0.5359646845","0.4137035557","0.661928934","0.5598511808","0.4740767473","0.6731757451","21192","0.5911126421","0.7419724771","0.8259109312"
"6064","Fortis College-Largo","Largo","FL","33771","NULL","NULL","NULL","0.5630252101","0","0","0.3529","0","0","0","0","0","NULL","21100","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.4990825688","0.6111111111","0.4084210526","0.344516129","0.4632352941","0.5238095238","0.4718162839","0.6339285714","6266","0.5425531915","PrivacySuppressed","PrivacySuppressed"
"6065","Platt College-Moore","Moore","OK","73160","NULL","NULL","NULL","0.5858516484","0","0","0","0","0","0","0","0","NULL","21500","31200","34300","NULL",2,"0.5918699187","0.765060241","0.5139056832","0.43117506","0.6494464945","0.6426751592","0.6050925926","0.6444444444","NULL","0.5607082631","0.6842105263","0.737704918"
"6066","Platt College-Dallas","Dallas","TX","75234","NULL","NULL","NULL","0.5858516484","0","0","0","0","0","0","0","0","NULL","21500","31200","34300","NULL",2,"0.5918699187","0.765060241","0.5139056832","0.43117506","0.6494464945","0.6426751592","0.6050925926","0.6444444444","NULL","0.5607082631","0.6842105263","0.737704918"
"6067","Universal Technical Institute of Massachusetts Inc","Norwood","MA","02062","NULL","NULL","NULL","0.6524097319","0","0","0","0","0","0","0","0","NULL","42800","45700","48300","NULL",2,"0.6551495017","0.7180124224","0.7625570776","0.5915517542","0.7700633041","0.7952091768","0.6720093408","0.825974026","NULL","0.5686591276","0.7015968064","0.7710487445"
"6068","Eagle Gate College-Layton","Layton","UT","84041","NULL","NULL","NULL","0.5634920635","0.0283","0","0","0","0","0","0","0","0.525","30000","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.3844580777","0.5304878049","0.5909878683","0.4026284349","0.6732673267","0.5804661487","0.4592057762","0.6153846154","24835","0.513464991","0.6333333333","0.6941176471"
"6069","Carsten Institute of Cosmetology","New York","NY","10017","NULL","NULL","NULL","0.6375","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","26300","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.7434554974","0.6344827586","0.8305084746","0.7828947368","0.6943005181","0.8514851485","NULL","0.5894736842","PrivacySuppressed","PrivacySuppressed"
"6070","Academy of Hair Design-Jasper","Jasper","TX","75951","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6071","Expression College for Digital Arts","Emeryville","CA","94608","NULL","NULL","NULL","0.5323529412","0.1222","0","0","0","0","0","0","0","0.5134","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.7203065134","0.63507109","0.7203389831","0.553699284","0.7056856187","0.7671232877","0.6516129032","0.7811320755","30183","0.4844720497","0.5689655172","0.5785123967"
"6072","Unitech Training Academy-West Monroe","West Monroe","LA","71291","NULL","NULL","NULL","0.5105105105","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.3551724138","0.2696850394","0.5942028986","0.4511343805","0.384341637","0.5967741935","NULL","0.5040518639","PrivacySuppressed","PrivacySuppressed"
"6073","Daymar College-Bellevue","Bellevue","KY","41073","NULL","NULL","NULL","0.3017570665","0.0241","0","0","0","0","0","0","0","0.3043","21000","30400","31600","NULL",1,"0.3293918919","0.4941176471","0.410543131","0.2567237164","0.4831932773","0.4006810443","0.297879617","0.4649446494","27672","0.2721342032","0.4293193717","0.4666666667"
"6074","DeVry University-Oklahoma","Oklahoma City","OK","73116-1695","0.7353","NULL","NULL","0.1516278553","0.2727","0","0","0","0","0","0","0","0","44100","52500","61100","NULL",1,"0.1303038909","0.1100110011","0.7887323944","0.4850571959","0.6077824453","0.7456908731","0.5213391214","0.6433829634","31613","0.1290106312","0.1713857116","0.2099977684"
"6075","Salter School-Fall River","Fall River","MA","02720","NULL","NULL","NULL","0.6298788694","0","0","0","0","0","0","0","0","NULL","26900","32100","38600","NULL",3,"0.5550724638","0.7389473684","0.5701637893","0.4320531758","0.6706443914","0.7382405745","0.6603381786","0.8187808896","NULL","0.5745784695","0.7351129363","0.8"
"6076","Seacoast Career School-Manchester Campus","Manchester","NH","03101","NULL","NULL","NULL","0.7332421341","0","0","0","0","0","0","0","0","NULL","21800","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.619205298","0.7096774194","0.6497326203","0.5039619651","0.7914110429","0.6627379873","0.5807365439","0.7237569061","NULL","0.6614349776","PrivacySuppressed","PrivacySuppressed"
"6077","Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla","Aguadilla","PR","00603-0000","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6078","New River Community and Technical College","Beaver","WV","25813-8987","NULL","NULL","NULL","0.0502232143","0.0105","0.0105","0","0","0","0","0","0.1309","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.3018867925","0.5804878049","0.6","0.2698130009","0.5487804878","7842","0.0535714286","PrivacySuppressed","PrivacySuppressed"
"6079","The College of Health Care Professions-Southwest Houston","Houston","TX","77074","1","NULL","NULL","0.7594537815","0","0","0","0","0","0","0","0","NULL","28000","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.7065948856","0.756302521","0.4435004248","0.380212592","0.5311355311","0.5771339076","0.5289421158","0.6234309623","NULL","0.7335243553","PrivacySuppressed","PrivacySuppressed"
"6080","Eagle Gate College-Salt Lake City","Salt Lake City","UT","84111","NULL","NULL","NULL","0.5634920635","0.0076","0","0","0","0","0","0","0","NULL","30000","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.3844580777","0.5304878049","0.5909878683","0.4026284349","0.6732673267","0.5804661487","0.4592057762","0.6153846154","22095","0.513464991","0.6333333333","0.6941176471"
"6081","Brightwood College-Palm Springs","Palm Springs","CA","92262-7011","NULL","NULL","NULL","0.8081683168","0","0","0","0","0","0","0","0","NULL","29700","33800","42200","NULL",2,"0.7191011236","0.8632478632","0.5292517007","0.4277511962","0.6732673267","0.6954804739","0.6517302573","0.7517564403","NULL","0.7723292469","0.8865671642","0.9136690647"
"6082","University of Phoenix-Savannah Campus","Savannah","GA","31405-7400","NULL","NULL","NULL","0.1884355238","0","0","0","0","0","0","0","0","0.1154","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23434","0.1410383765","0.2657104437","0.3303932378"
"6083","University of Phoenix-Northern Nevada Campus","Reno","NV","89521-5862","NULL","NULL","NULL","0.1884355238","0","0","0","0","0","0","0","0","0.234","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23831","0.1410383765","0.2657104437","0.3303932378"
"6084","Minnesota School of Business-Rochester","Rochester","MN","55901","NULL","NULL","NULL","0.3658326143","0.1024","0","0","0","0","0","0","0","0.4314","29500","38000","40500","NULL",1,"0.3552711761","0.4505928854","0.7860208461","0.5387465267","0.7506716819","0.7873388931","0.6440891881","0.8187327824","28749","0.2988624612","0.4392712551","0.4684684685"
"6085","Georgia Gwinnett College","Lawrenceville","GA","30043","NULL","NULL","NULL","0.2674271229","0.0647","0","0","0.1294","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.4259259259","0.6166666667","0.7603305785","0.5166270784","0.6344339623","15691","0.2723112128","0.2548076923","0.2708333333"
"6086","Phoenix Institute of Herbal Medicine & Acupuncture","Phoenix","AZ","85012","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6087","Tucson College of Beauty","Tucson","AZ","85705","NULL","NULL","NULL","0.7540983607","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.8229166667","PrivacySuppressed","PrivacySuppressed","NULL","0.6923076923","PrivacySuppressed","PrivacySuppressed"
"6088","California Career College","Canoga Park","CA","91303-2006","NULL","NULL","NULL","0.7608695652","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6089","Palladium Technical Academy","Temple City","CA","91780","NULL","NULL","NULL","0.6438356164","0.0938","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6090","Palace Beauty College","Los Angeles","CA","90006","NULL","NULL","NULL","0.6621621622","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.7346938776","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6091","National Polytechnic College","Commerce","CA","90040","NULL","NULL","NULL","0.8008130081","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.4581818182","PrivacySuppressed","PrivacySuppressed","0.6567567568","PrivacySuppressed","PrivacySuppressed","NULL","0.7696078431","PrivacySuppressed","PrivacySuppressed"
"6092","American Career College-Ontario","Ontario","CA","91764","NULL","NULL","NULL","0.7192336035","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.7177700348","0.7833333333","0.5321821036","0.4632564841","0.652173913","0.7019283747","0.6651205937","0.7517985612","NULL","0.6743455497","0.8219178082","0.8363636364"
"6093","Asher College","Sacramento","CA","95825","NULL","NULL","NULL","0.6798245614","0.5331","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.6432748538","0.5405405405","0.76","0.7300380228","0.6544117647","0.8404255319","NULL","0.6137931034","PrivacySuppressed","PrivacySuppressed"
"6094","American Institute of Massage Therapy","Santa Ana","CA","92705-5479","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6095","University of East-West Medicine","Sunnyvale","CA","94085-3922","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6096","Blake Austin College","Vacaville","CA","95687","NULL","NULL","NULL","0.776371308","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.8041666667","PrivacySuppressed","PrivacySuppressed","0.7562724014","0.7414965986","0.7755102041","NULL","0.7358490566","PrivacySuppressed","PrivacySuppressed"
"6097","Aviator College of Aeronautical Science and Technology","Fort Pierce","FL","34946","0.88","540","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","73450","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6098","Total International Career Institute","Hialeah","FL","33012-4836","NULL","NULL","NULL","0.1090909091","0","0","1","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6099","Trendsetters School of Beauty & Barbering","Jacksonville","FL","32205","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6100","CDA Technical Institute","Jacksonville","FL","32208","NULL","NULL","NULL","0.8952879581","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.6742081448","0.5963302752","0.7213114754","0.9139072848","PrivacySuppressed","PrivacySuppressed","NULL","0.8620689655","PrivacySuppressed","PrivacySuppressed"
"6101","American Institute of Beauty","Largo","FL","33771","NULL","NULL","NULL","0.4225352113","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.3719512195","PrivacySuppressed","PrivacySuppressed","NULL","0.3760683761","PrivacySuppressed","PrivacySuppressed"
"6102","North Florida Cosmetology Institute Inc","Tallahassee","FL","32312","NULL","NULL","NULL","0.4941176471","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5886524823","PrivacySuppressed","PrivacySuppressed","NULL","0.4375","PrivacySuppressed","PrivacySuppressed"
"6103","Florida Academy of Health & Beauty","Oakland Park","FL","33311","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6104","Augusta School of Massage","Evans","GA","30809","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6105","ATA College","Louisville","KY","40223","NULL","NULL","NULL","0.6659292035","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.6643356643","0.8","0.4653937947","0.407554672","0.5736434109","0.5627836611","0.4766780432","0.7050359712","30773","0.6392405063","PrivacySuppressed","PrivacySuppressed"
"6106","SUM Bible College and Theological Seminary","Oakland","CA","94603","0.9885","NULL","NULL","0.5263157895","0","0","0","0","0","0","0","0","0.2083","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.6363636364","0.696969697","0.6862745098","28626","0.4642857143","PrivacySuppressed","PrivacySuppressed"
"6107","Compass Career College","Hammond","LA","70403","NULL","NULL","NULL","0.5476190476","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.4018691589","PrivacySuppressed","PrivacySuppressed","0.6056338028","PrivacySuppressed","PrivacySuppressed","NULL","0.537037037","PrivacySuppressed","PrivacySuppressed"
"6108","Hair Expressions Academy","Rockville","MD","20852","NULL","NULL","NULL","0.6351351351","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.8103448276","PrivacySuppressed","PrivacySuppressed","0.7244897959","0.6206896552","0.75","NULL","0.5952380952","PrivacySuppressed","PrivacySuppressed"
"6109","Nuvo College of Cosmetology","Norton Shores","MI","49441","NULL","NULL","NULL","0.6976744186","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.3142857143","PrivacySuppressed","PrivacySuppressed","0.6274509804","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6110","WellSpring School of Allied Health-Kansas City","Kansas City","MO","64114-3313","NULL","NULL","NULL","0.7837837838","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.4482758621","0.46","0.6666666667","0.5326086957","0.6911764706","0.8670520231","PrivacySuppressed","PrivacySuppressed","NULL","0.6825396825","PrivacySuppressed","PrivacySuppressed"
"6111","Hair Academy 110","Kirksville","MO","63501","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"6112","Healing Touch Career College","Hattiesburg","MS","39402","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
