"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"6478",6478,"Strayer University-West Virginia","Scott Depot","WV","25560","NULL","NULL","NULL","0.1045028733","0.1905",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6479",6479,"Strayer University-Utah","Sandy","UT","84070","NULL","NULL","NULL","0.1045028733","0.4286",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6480",6480,"Strayer University-Ohio","Mason","OH","45040","NULL","NULL","NULL","0.1045028733","0.1714",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6488",6488,"Minnesota School of Business-Elk River","Elk River","MN","55330","NULL","NULL","NULL","0.365751634","0.1119",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6489",6489,"Brown Mackie College-Greenville","Greenville","SC","29601","NULL","NULL","NULL","0.3725579628","0.059",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6490",6490,"Globe University-Sioux Falls","Sioux Falls","SD","57108","NULL","NULL","NULL","0.3363341736",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6491",6491,"Globe University-Eau Claire","Eau Claire","WI","54701-5168","NULL","NULL","NULL","0.3363341736","0.0318",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6493",6493,"Globe University-Minneapolis","Minneapolis","MN","55402","NULL","NULL","NULL","0.3363341736","0.1563",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6499",6499,"University of Minnesota-Rochester","Rochester","MN","55904","0.5421","660","27","0.6672891379",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6503",6503,"Herzing University-Toledo","Toledo","OH","43615","0.7576","NULL","NULL","0.2366124086","0.0233",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6509",6509,"Chamberlain College of Nursing-Florida","Jacksonville","FL","32256","0.25","NULL","NULL","0.5207211426",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6511",6511,"Remington College of Nursing Orlando","Lake Mary","FL","32746","NULL","NULL","NULL","0.528071864",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6514",6514,"Horizon University","San Diego","CA","92111-2622","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6517",6517,"Academy for Jewish Religion-California","Los Angeles","CA","90010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6519",6519,"Angeles College","Los Angeles","CA","90010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.8382","NULL","NULL","NULL","NULL",1
"6528",6528,"University of Fort Lauderdale","Lauderhill","FL","33313","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6536",6536,"Pacific Rim Christian University","Honolulu","HI","96819-2228","0.9767","NULL","NULL","0.3333333333",NA,NA,NA,NA,NA,NA,NA,NA,"0.2414","NULL","NULL","NULL","NULL",1
"6554",6554,"American Business and Technology University","St Joseph","MO","64506","NULL","NULL","NULL","PrivacySuppressed","0.6136",NA,NA,NA,NA,NA,NA,NA,"0.5294","NULL","NULL","NULL","NULL",1
"6555",6555,"City Vision University","Kansas City","MO","64109-1845","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6591",6591,"Bethel College","Hampton","VA","23666","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"6595",6595,"Pinchot University","Seattle","WA","98104-2617","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6600",6600,"West Coast University-Orange County","Anaheim","CA","92802","0.5263","NULL","NULL","0.6848792884",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6601",6601,"West Coast University-Ontario","Ontario","CA","91761","0.4902","NULL","NULL","0.6848792884",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6603",6603,"Virginia College-Augusta","Augusta","GA","30909","NULL","NULL","NULL","0.3213065888",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6621",6621,"Harrison College-Grove City","Grove City","OH","43123","1","NULL","NULL","0.2703560099",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6623",6623,"National University College-Ponce","Ponce","PR","00716","0.8379","NULL","NULL","0.0990206746",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6626",6626,"The Art Institute of Virginia Beach","Virginia Beach","VA","23462","NULL","NULL","NULL","0.2473071952","0.0465",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6627",6627,"Bryant & Stratton College-Bayshore","Glendale","WI","53217","NULL","NULL","NULL","0.2686825054",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6628",6628,"Daymar College-Online","Louisville","KY","40219","NULL","NULL","NULL","0.2846580407",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6641",6641,"Globe University-Madison East","Madison","WI","53718","NULL","NULL","NULL","0.3363341736","0.0357",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6642",6642,"Minnesota School of Business-Lakeville","Lakeville","MN","55044","NULL","NULL","NULL","0.365751634","0.1",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6643",6643,"Globe University–Green Bay","Green Bay","WI","54311","NULL","NULL","NULL","0.3363341736","0.0492",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6644",6644,"Globe University–Madison West","Middleton","WI","53562","NULL","NULL","NULL","0.3363341736","0.0337",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6645",6645,"Globe University–Wausau","Rothschild","WI","54474","NULL","NULL","NULL","0.3363341736","0.037",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6654",6654,"Strayer University-Arkansas","Little Rock","AR","72211","NULL","NULL","NULL","0.1045028733",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6655",6655,"Strayer University-Georgia","Atlanta","GA","30341","NULL","NULL","NULL","0.1045028733","0.1195",NA,NA,NA,NA,NA,NA,NA,"0.0833","NULL","NULL","NULL","NULL",1
"6656",6656,"Strayer University-Louisiana","Metairie","LA","70005","NULL","NULL","NULL","0.1045028733","0.125",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6657",6657,"Strayer University-Mississippi","Jackson","MS","39206","NULL","NULL","NULL","0.1045028733","0.0588",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6658",6658,"Strayer University-South Carolina","Greenville","SC","29607","NULL","NULL","NULL","0.1045028733","0.1293",NA,NA,NA,NA,NA,NA,NA,"0.25","NULL","NULL","NULL","NULL",1
"6659",6659,"Strayer University-Texas","Austin","TX","78759","NULL","NULL","NULL","0.1045028733","0.1356",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6660",6660,"The Art Institute of San Antonio","San Antonio","TX","78230","NULL","NULL","NULL","0.2669322709","0.0732",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6661",6661,"Globe University-La Crosse","Onalaska","WI","54650","NULL","NULL","NULL","0.3363341736","0.0884",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6670",6670,"Broadview Entertainment Arts University","Salt Lake City","UT","84115","NULL","NULL","NULL","0.3050682261",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6671",6671,"Bryant & Stratton College-Hampton","Hampton","VA","23666","NULL","NULL","NULL","0.2686825054","0.0645",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6681",6681,"Unitek College","Fremont","CA","94538","NULL","NULL","NULL","0.6526315789",NA,NA,NA,NA,NA,NA,NA,NA,"0.8545","NULL","NULL","NULL","NULL",1
"6683",6683,"Southern California University SOMA","Los Angeles","CA","90010","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6685",6685,"South University–Richmond","Glen Allen","VA","23060","0.5135","NULL","NULL","0.1091111229",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6686",6686,"South University–Virginia Beach","Virginia Beach","VA","23452","0.3421","NULL","NULL","0.1091111229","0.0303",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6700",6700,"Compass College of Cinematic Arts","Grand Rapids","MI","49503","0.9815","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6716",6716,"ITT Technical Institute-Merrillville","Merrillville","IN","46410","0.6167","NULL","NULL","0.3599931422","0.1944",NA,"0.1759",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6717",6717,"ITT Technical Institute-Tallahassee","Tallahassee","FL","32303","0.5837","NULL","NULL","0.3599931422","0.2636",NA,"0.2182",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6718",6718,"ITT Technical Institute-Salem","Salem","VA","24153","0.7351","NULL","NULL","0.3599931422","0.3673",NA,"0.3469",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6719",6719,"ITT Technical Institute-Akron","Akron","OH","44333","0.6515","NULL","NULL","0.3599931422","0.36",NA,"0.58",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6720",6720,"ITT Technical Institute-Cedar Rapids","Cedar Rapids","IA","52404","NULL","NULL","NULL","0.3599931422","0.475",NA,"0.525",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6721",6721,"ITT Technical Institute-Corona","Corona","CA","92883","0.9814","NULL","NULL","0.3599931422","0.5269",NA,"0.4731",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6722",6722,"ITT Technical Institute-Johnson City","Johnson City","TN","37615","0.9197","NULL","NULL","0.3599931422","0.4091",NA,"0.4091",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6723",6723,"ITT Technical Institute-DeSoto","DeSoto","TX","75115","0.9","NULL","NULL","0.3599931422","0.3913",NA,"0.4022",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6724",6724,"ITT Technical Institute-North Charleston","North Charleston","SC","29406","0.9545","NULL","NULL","0.3599931422","0.5778",NA,"0.4222",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6725",6725,"ITT Technical Institute-Aurora","Aurora","CO","80014","0.8269","NULL","NULL","0.3599931422","0.3333",NA,"0.4902",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6726",6726,"ITT Technical Institute-West Covina","San Dimas","CA","91773","1","NULL","NULL","0.3599931422","0.234",NA,"0.3404",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6727",6727,"ITT Technical Institute-Culver City","Culver City","CA","90230","0.9058","NULL","NULL","0.3599931422","0.3762",NA,"0.4554",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6728",6728,"ITT Technical Institute-Dearborn","Dearborn","MI","48124","0.9826","NULL","NULL","0.3599931422","0.3672",NA,"0.25",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6729",6729,"ITT Technical Institute-Las Vegas","North Las Vegas","NV","89032","0.968","NULL","NULL","0.3599931422","0.4405",NA,"0.1786",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6730",6730,"Touro University Worldwide","Los Alamitos","CA","90720","0.8814","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6731",6731,"Touro University California","Vallejo","CA","94592","NULL","NULL","NULL","0.5128205128","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6732",6732,"The Chicago School of Professional Psychology at Washington DC","Washington","DC","20005","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6733",6733,"Anamarc College-Santa Teresa","Santa Teresa","NM","88008","NULL","NULL","NULL","0.6419213974",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6734",6734,"Touro University Nevada","Henderson","NV","89014","NULL","NULL","NULL","0.5128205128",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6736",6736,"Herzing University-Kenosha","Kenosha","WI","53144","0.7683","NULL","NULL","0.2366124086","0.0482",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6737",6737,"Herzing University-Brookfield","Brookfield","WI","53005","0.6875","NULL","NULL","0.2366124086","0.0339",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6742",6742,"Strayer University-Global Region","Washington","DC","20005","NULL","NULL","NULL","0.1045028733","0.23",NA,NA,NA,NA,NA,NA,NA,"0.2667","NULL","NULL","NULL","NULL",1
"6746",6746,"Brown Mackie College-Albuquerque","Albuquerque","NM","87123","NULL","NULL","NULL","0.3725579628","0.1122",NA,"0.0306",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6747",6747,"Brown Mackie College-St Louis","Fenton","MO","63026","NULL","NULL","NULL","0.3725579628","0.0407",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6750",6750,"California University of Management and Sciences","Anaheim","CA","92801","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6761",6761,"Johnson & Wales University-Online","Providence","RI","02903","NULL","NULL","NULL","0.4943028796",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6768",6768,"Daymar College-Louisville","Louisville","KY","40245","NULL","NULL","NULL","0.2846580407",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6779",6779,"Brown Mackie College-San Antonio","San Antonio","TX","78229","NULL","NULL","NULL","0.3725579628","0.0333",NA,"0.0333",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6788",6788,"Allied American University","Laguna Hills","CA","92653-1337","NULL","NULL","NULL","PrivacySuppressed","0.0466",NA,"0.013",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6789",6789,"American Sentinel University","Aurora","CO","80014-6510","NULL","NULL","NULL","0.7536231884","0.0424",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6794",6794,"Remington College-Heathrow Campus","Heathrow","FL","32746","0.4714","NULL","NULL","0.528071864",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6802",6802,"Chamberlain College of Nursing-Virginia","Arlington","VA","22202","0.8333","NULL","NULL","0.5207211426",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6803",6803,"Stevens-Henager College","Boise","ID","83709-6733","NULL","NULL","NULL","0.3383371824","0.1849",NA,NA,NA,NA,NA,NA,NA,"0.4486","NULL","NULL","NULL","NULL",1
"6808",6808,"Northwest Institute of Literary Arts","Langley","WA","98260-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6814",6814,"American College for Medical Careers","Orlando","FL","32809","NULL","NULL","NULL","0.629996333",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6816",6816,"National Paralegal College","Phoenix","AZ","85014-1561","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4815","NULL","NULL","NULL","NULL",1
"6817",6817,"Carolina College of Biblical Studies","Fayetteville","NC","28303-5157","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6820",6820,"Oxford Graduate School","Dayton","TN","37321-6736","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6821",6821,"Jung Tao School of Classical Chinese Medicine","Sugar Grove","NC","28679-9657","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6822",6822,"New York Film Academy","Burbank","CA","91505","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6828",6828,"Georgia Christian University","Atlanta","GA","30360","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6833",6833,"Jose Maria Vargas University","Pembroke Pines","FL","33026","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6852",6852,"Shepherds Theological Seminary","Cary","NC","27518-9316","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6855",6855,"Grace College of Divinity","Fayetteville","NC","28314-2343","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","NULL","NULL","NULL","NULL",1
"6867",6867,"Bergin University of Canine Studies","Rohnert Park","CA","94928","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,"0.1765",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6878",6878,"Simmons College of Kentucky","Louisville","KY","40203-3322","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"6882",6882,"North American University","Houston","TX","77038-0000","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6887",6887,"Mesivta Keser Torah","Lakewood","NJ","08701","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0909","NULL","NULL","NULL","NULL",1
"6891",6891,"Millennia Atlantic University","Doral","FL","33178-2369","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6907",6907,"Institute for Doctoral Studies in the Visual Arts","Portland","ME","04102-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6911",6911,"Lincoln College of New England-Hartford","Hartford","CT","06105-3630","NULL","NULL","NULL","0.2947976879",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6918",6918,"John Paul the Great Catholic University","Escondido","CA","92025","0.8815","560","26","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5152","NULL","NULL","NULL","NULL",1
"6919",6919,"ITT Technical Institute-Durham","Durham","NC","27703","0.9153","NULL","NULL","0.3599931422","1",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6920",6920,"ITT Technical Institute-Hanover","Hanover","MD","21076-1577","0.8446","NULL","NULL","0.3599931422",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6921",6921,"University of Phoenix-Mississippi","Flowood","MS","39232-8205","NULL","NULL","NULL","0.1818239118",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6922",6922,"Independence University","Salt Lake City","UT","84107","NULL","NULL","NULL","0.3383371824",NA,NA,NA,NA,NA,NA,NA,NA,"0.4412","NULL","NULL","NULL","NULL",1
"6923",6923,"National American University-Tulsa","Tulsa","OK","74133-8945","NULL","NULL","NULL","0.1292970754",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6924",6924,"National American University-Centennial","Centennial","CO","80122-3157","NULL","NULL","NULL","0.1292970754",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6925",6925,"National American University-Lee's Summit","Lee's Summit","MO","64081-1425","NULL","NULL","NULL","0.1292970754","0.05",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6926",6926,"National American University-Colorado Springs South","Colorado Springs","CO","80915-3612","NULL","NULL","NULL","0.1292970754",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6927",6927,"Globe University-Appleton","Grand Chute","WI","54914-0000","NULL","NULL","NULL","0.3363341736",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6929",6929,"Chamberlain College of Nursing-Missouri","St. Louis","MO","63146","0.6","NULL","NULL","0.5207211426",NA,NA,NA,NA,NA,NA,NA,NA,"0.3333","NULL","NULL","NULL","NULL",1
"6930",6930,"Chamberlain College of Nursing-Texas","Houston","TX","77041","0","NULL","NULL","0.5207211426",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6931",6931,"ITT Technical Institute-Oakland","Oakland","CA","94612","0.902","NULL","NULL","0.3599931422","0.6786",NA,"0.3214",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6955",6955,"Broadview University-Boise","Meridian","ID","83642-0000","NULL","NULL","NULL","0.3050682261","0.2",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6961",6961,"South University-Accelerated Graduate Programs","Atlanta","GA","30328-6773","NULL","NULL","NULL","0.1091111229","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6962",6962,"South University-The Art Institute of Fort Worth","Fort Worth","TX","76116-4183","NULL","NULL","NULL","0.1091111229","0.0286",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6963",6963,"South University-Novi","Novi","MI","48377","0.3333","NULL","NULL","0.1091111229",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6968",6968,"National University College-Caguas","Caguas","PR","00725-0000","0.8427","NULL","NULL","0.0990206746",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6998",6998,"The Art Institute of Wisconsin","Milwaukee","WI","53202-5837","NULL","NULL","NULL","0.3725579628",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6999",6999,"Brown Mackie College-Birmingham","Birmingham","AL","35209-4701","NULL","NULL","NULL","0.3725579628","0.0092",NA,"0.0459",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7004",7004,"ITT Technical Institute-Bradenton","Bradenton","FL","34201","0.9","NULL","NULL","0.3599931422","0.8095",NA,"0.1905",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7005",7005,"ITT Technical Institute-Phoenix West","Phoenix","AZ","85037-4445","0.9375","NULL","NULL","0.3599931422","0.4808",NA,"0.4231",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7006",7006,"ITT Technical Institute-Brooklyn Center","Brooklyn Center","MN","55430-4100","0.7255","NULL","NULL","0.3599931422","0.7778",NA,"0.2222",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7007",7007,"ITT Technical Institute-Orlando","Lake Mary","FL","32746","0.7952","NULL","NULL","0.3599931422","0.5208",NA,"0.4792",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7008",7008,"ITT Technical Institute-Waco","Waco","TX","76706-0000","0.9355","NULL","NULL","0.3599931422","0.2679",NA,"0.4286",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7009",7009,"ITT Technical Institute-Myrtle Beach","Myrtle Beach","SC","29572-0000","0.9524","NULL","NULL","0.3599931422","0.5882",NA,"0.4118",NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7010",7010,"University of Phoenix-Knoxville Campus","Knoxville","TN","37932-3347","NULL","NULL","NULL","0.1818239118",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7011",7011,"Azusa Pacific University College","San Dimas","CA","91773","NULL","NULL","NULL","0.1744115872",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7013",7013,"CollegeAmerica-Phoenix","Phoenix","AZ","85051","NULL","NULL","NULL","0.466083151","0.0897",NA,NA,NA,NA,NA,NA,NA,"0.4375","NULL","NULL","NULL","NULL",1
"7014",7014,"Stevens-Henager College","Idaho Falls","ID","83402","NULL","NULL","NULL","0.466083151",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7019",7019,"University of Phoenix-Baton Rouge Campus","Baton Rouge","LA","70808-2300","NULL","NULL","NULL","0.1818239118","0.0345",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7020",7020,"University of Phoenix-Lafayette Campus","Lafayette","LA","70508","NULL","NULL","NULL","0.1818239118","0.0526",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7021",7021,"University of Phoenix-Shreveport-Bossier Campus","Bossier City","LA","71111-4390","NULL","NULL","NULL","0.1818239118",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7025",7025,"Relay Graduate School of Education","New York","NY","10011","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7026",7026,"Brown Mackie College-Oklahoma City","Oklahoma City","OK","73132","NULL","NULL","NULL","0.3662511985",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
